Tipo,Orgao,DataCriacao,Assunto,Subdivisao,Situacao,Logradouro,Bairro,Regional,DataResposta,Origem,source_year
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,11/07/2024,Drenagem,Alagamentos,Concluído,Rua General Polli Coelho,TARUMA,Unidade Regional Cajuru,16/07/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,09/07/2024,Drenagem,Alagamentos,Concluído,Rua Bororós,VILA IZABEL,Unidade Regional Portao,18/07/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,09/07/2024,Drenagem,Alagamentos,Concluído,RUA BOROROS,PORTAO,Unidade Regional Portao,18/07/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,28/12/2024,Drenagem,Alagamentos,Aberto,Hussein Ibrahim Omairy,SITIO CERCADO,Unidade Regional Bairro Novo,,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/12/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Respondido,Rua Iporã,ALTO BOQUEIRAO,Unidade Regional Boqueirao,31/12/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/12/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Respondido,Rua Santa Amélia,XAXIM,Unidade Regional Boqueirao,31/12/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,31/12/2024,Drenagem,Alagamentos,Aberto,Rua Santa Amélia,XAXIM,Unidade Regional Boqueirao,,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,10/05/2024,Drenagem,Alagamentos,Concluído,Rua José Zaleski,CAPAO RASO,Unidade Regional Pinheirinho,13/05/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,06/05/2024,Drenagem,Alagamentos,Concluído,Rua Isaías Régis de Miranda,BOQUEIRAO,Unidade Regional Boqueirao,05/06/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,22/05/2024,Drenagem,Alagamentos,Concluído,RUA CONDE DOS ARCOS,NOVO MUNDO,Unidade Regional Pinheirinho,29/05/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,20/05/2024,Drenagem,Alagamentos,Concluído,RUA ALCIDES THERÉZIO DE CARVALHO,GUABIROTUBA,Unidade Regional Cajuru,03/06/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,20/05/2024,Drenagem,Alagamentos,Concluído,Rua José Zaleski,CAPAO RASO,Unidade Regional Pinheirinho,23/05/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,24/05/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,AVENIDA PRESIDENTE WENCESLAU BRAZ,PAROLIN,Unidade Regional Portao,07/06/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,24/05/2024,Drenagem,Alagamentos,Concluído,Rua Padre Estanislau Piasecki,CIDADE INDUSTRIAL,Unidade Regional CIC,24/05/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,16/09/2024,Drenagem,Alagamentos,Concluído,RUA PROFESSOR LYCIO GREIN DE CASTRO VELLOZO,MERCES,Unidade Regional Matriz,23/09/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,20/09/2024,Drenagem,Alagamentos,Concluído,Pérola do Oeste,SITIO CERCADO,Unidade Regional Bairro Novo,24/09/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/09/2024,Drenagem,Alagamentos,Concluído,Inácio Wolski,CIDADE INDUSTRIAL,Unidade Regional CIC,23/09/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,24/09/2024,Drenagem,Alagamentos,Concluído,Anne Frank,BOQUEIRAO,Unidade Regional Boqueirao,31/10/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,06/10/2024,Drenagem,Alagamentos,Concluído,Albino Kaminski,BAIRRO ALTO,Unidade Regional Boa Vista,07/10/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/10/2024,Drenagem,Alagamentos,Concluído,Rua Vereador Antenor Pamphilo dos Santos,VISTA ALEGRE,Unidade Regional Santa Felicidade,14/10/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,02/10/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Aberto,Olímpio Dos Santos,PORTAO,Unidade Regional Portao,,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,02/10/2024,Drenagem,Alagamentos,Concluído,Rua Izolina Moletta Maurer,CIDADE INDUSTRIAL,Unidade Regional CIC,10/10/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,02/10/2024,Drenagem,Alagamentos,Concluído,Afrânio Peixoto,FAZENDINHA,Unidade Regional Portao,11/11/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,02/10/2024,Drenagem,Alagamentos,Concluído,Padre Antônio,CENTRO,Unidade Regional Matriz,05/11/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,02/10/2024,Drenagem,Alagamentos,Concluído,RUA COLOMBIA,BACACHERI,Unidade Regional Boa Vista,11/10/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,02/10/2024,Drenagem,Alagamentos,Concluído,das Carmelitas,BOQUEIRAO,Unidade Regional Boqueirao,09/10/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/05/2024,Drenagem,Alagamentos,Concluído,Rua Lodovico Geronazzo,BOA VISTA,Unidade Regional Boa Vista,07/08/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/05/2024,Drenagem,Alagamentos,Concluído,Rua Paranaguá,PORTAO,Unidade Regional Portao,04/06/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/05/2024,Drenagem,Alagamentos,Concluído,RUA RAYMUNDO NINA RODRIGUES,CAJURU,Unidade Regional Cajuru,21/05/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/05/2024,Drenagem,Alagamentos,Concluído,Rua Waldemar Orso,CAMPO DE SANTANA,Unidade Regional Tatuquara,22/05/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/05/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Waldemar Orso,CAMPO DE SANTANA,Unidade Regional Tatuquara,,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/05/2024,Drenagem,Alagamentos,Concluído,Rua Baldur Magnus Grubba,NOVO MUNDO,Unidade Regional Pinheirinho,20/05/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,14/05/2024,Drenagem,Alagamentos,Concluído,Rua General Daltro Filho,SEMINARIO,Unidade Regional Portao,20/05/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,10/01/2024,Drenagem,Alagamentos,Concluído,Rua Doutor Augusto Lobo de Moura,FAZENDINHA,Unidade Regional Portao,09/02/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,09/01/2024,Drenagem,Alagamentos,Concluído,Rua Município de Eneas Marques,CIDADE INDUSTRIAL,Unidade Regional CIC,16/01/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,09/01/2024,Drenagem,Alagamentos,Concluído,Rua Izolina Moletta Maurer,CIDADE INDUSTRIAL,Unidade Regional CIC,19/01/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,09/01/2024,Drenagem,Alagamentos,Concluído,RUA NICOLAU VOROBI,CIDADE INDUSTRIAL,Unidade Regional CIC,16/01/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,09/01/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA NICOLAU VOROBI,CIDADE INDUSTRIAL,Unidade Regional CIC,09/01/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,10/01/2024,Drenagem,Alagamentos,Concluído,Rua Doutor Augusto Lobo de Moura,FAZENDINHA,Unidade Regional Portao,09/02/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,11/01/2024,Drenagem,Alagamentos,Concluído,Rua Maria Luiza Ribeiro Puchalski,CAJURU,Unidade Regional Cajuru,16/01/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,11/01/2024,Drenagem,Alagamentos,Concluído,Rua Jaime Rodrigues da Rocha,CAPAO RASO,Unidade Regional Pinheirinho,22/03/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,17/01/2024,Drenagem,Alagamentos,Concluído,Avenida Vereador Toaldo Túlio,SAO BRAZ,Unidade Regional Santa Felicidade,17/01/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,17/01/2024,Drenagem,Alagamentos,Concluído,Rua José Rossetim,SANTO INACIO,Unidade Regional Santa Felicidade,24/01/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,17/01/2024,Drenagem,Alagamentos,Concluído,Rua Guilherme Pugsley,AGUA VERDE,Unidade Regional Portao,06/02/2024,Telefone,2024
Reclamação,SECRETARIA DO GOVERNO MUNICIPAL,17/01/2024,Drenagem,Alagamentos,Concluído,Rua Salustiano Cordeiro,AGUA VERDE,Unidade Regional Portao,29/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,17/01/2024,Drenagem,Alagamentos,Concluído,Rua Salustiano Cordeiro,AGUA VERDE,Unidade Regional Portao,14/02/2024,Chat,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/01/2024,Drenagem,Alagamentos,Concluído,Rua José Risseto,SANTA FELICIDADE,Unidade Regional Santa Felicidade,21/02/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/01/2024,Drenagem,Alagamentos,Concluído,Rua Flávio Dallegrave,BARREIRINHA,Unidade Regional Boa Vista,25/04/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/01/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Travessa José Aníbal Dutra Lamin,TATUQUARA,Unidade Regional Tatuquara,18/01/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,19/01/2024,Drenagem,Alagamentos,Concluído,Rua Brigadeiro Franco,MERCES,Unidade Regional Matriz,28/02/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/01/2024,Drenagem,Alagamentos,Concluído,Rua Antônio Turíbio Teixeira Braga,BUTIATUVINHA,Unidade Regional Santa Felicidade,02/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/01/2024,Drenagem,Alagamentos,Concluído,Rua José Risseto,SANTA FELICIDADE,Unidade Regional Santa Felicidade,29/01/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,24/01/2024,Drenagem,Alagamentos,Concluído,Rua Alvin Tiboni,CIDADE INDUSTRIAL,Unidade Regional CIC,31/01/2024,Portal,2024
Sugestão,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,21/01/2024,Drenagem,Alagamentos,Concluído,AVENIDA CÂNDIDO DE ABREU,CENTRO CIVICO,Unidade Regional Matriz,25/01/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,22/01/2024,Drenagem,Alagamentos,Concluído,Rua Esper Jorge Chueri,CAJURU,Unidade Regional Cajuru,24/01/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,26/01/2024,Drenagem,Alagamentos,Concluído,Rua General Potiguara,NOVO MUNDO,Unidade Regional Pinheirinho,01/02/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,17/01/2024,Drenagem,Alagamentos,Concluído,Rua Major Vicente de Castro,FANNY,Unidade Regional Pinheirinho,19/01/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,RUA REINALDO THÁ,CAJURU,Unidade Regional Cajuru,06/02/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA REINALDO THÁ,CAJURU,Unidade Regional Cajuru,07/02/2024,Telefone,2024
Reclamação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,Rua Antônio Boza,SITIO CERCADO,Unidade Regional Bairro Novo,28/02/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Professora Olga Balster,CAJURU,Unidade Regional Cajuru,20/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,Rua Rosa Tortato,PINHEIRINHO,Unidade Regional Pinheirinho,28/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,01/02/2024,Drenagem,Alagamentos,Concluído,Rua Danilo Pedro Schreiner,ALTO BOQUEIRAO,Unidade Regional Boqueirao,07/02/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,RUA RODOLPHO SENFF JUNIOR,CAPAO RASO,Unidade Regional Pinheirinho,26/04/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA RODOLPHO SENFF JUNIOR,CAPAO RASO,Unidade Regional Pinheirinho,18/12/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua João Carlos de Souza Castro,GUABIROTUBA,Unidade Regional Cajuru,23/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,Rua Brasílio Ribas,NOVO MUNDO,Unidade Regional Pinheirinho,26/04/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Expedicionário Francisco Pereira dos Santos,ALTO BOQUEIRAO,Unidade Regional Boqueirao,02/04/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA JOÃO CARLOS DE SOUZA CASTRO,GUABIROTUBA,Unidade Regional Cajuru,07/02/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Professora Olga Balster,CAJURU,Unidade Regional Cajuru,20/02/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Professor Milton Vianna,SITIO CERCADO,Unidade Regional Bairro Novo,18/12/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,03/02/2024,Drenagem,Alagamentos,Concluído,Rua Oyapock,CRISTO REI,Unidade Regional Matriz,16/02/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,João Crysóstomo da Rosa,CAJURU,Unidade Regional Cajuru,06/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,RUA BILLY GARMATTER,SITIO CERCADO,Unidade Regional Bairro Novo,07/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,RUA EDMUNDO ANGELY,JARDIM DAS AMERICAS,Unidade Regional Cajuru,05/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,Rua Doutor Estevam Ribeiro de Souza Netto,CAJURU,Unidade Regional Cajuru,06/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,RUA MINAS GERAIS,GUAIRA,Unidade Regional Portao,15/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,RUA JOSÉ AUGUSTO DA SILVA,SITIO CERCADO,Unidade Regional Bairro Novo,07/02/2024,Telefone,2024
Reclamação,SECRETARIA MUNICIPAL DE OBRAS PÚBLICAS,03/02/2024,Drenagem,Alagamentos,Concluído,Rua Oyapock,CRISTO REI,Unidade Regional Matriz,14/03/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,RUA DOUTOR JOAQUIM IGNÁCIO SILVEIRA DA MOTTA,UBERABA,Unidade Regional Cajuru,19/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,Rua Expedicionário Francisco Pereira Dos Santos,ALTO BOQUEIRAO,Unidade Regional Boqueirao,13/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,03/02/2024,Drenagem,Alagamentos,Concluído,RUA JOÃO CARLOS DE SOUZA CASTRO,GUABIROTUBA,Unidade Regional Cajuru,06/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,31/01/2024,Drenagem,Alagamentos,Concluído,RUA ITAÚNA DO SUL,ALTO BOQUEIRAO,Unidade Regional Boqueirao,11/03/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,31/01/2024,Drenagem,Alagamentos,Concluído,Rua Doutor Heleno da Silveira,BOQUEIRAO,Unidade Regional Boqueirao,02/07/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/01/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA MATHIAS DE ANDRADE ROCHA,ALTO BOQUEIRAO,Unidade Regional Boqueirao,02/04/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,31/01/2024,Drenagem,Alagamentos,Concluído,Rua José Peixoto de Lacerda Wernek,BOQUEIRAO,Unidade Regional Boqueirao,11/03/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,01/02/2024,Drenagem,Alagamentos,Concluído,RUA ITAUNA DO SUL,ALTO BOQUEIRAO,Unidade Regional Boqueirao,11/03/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,05/02/2024,Drenagem,Alagamentos,Concluído,Rua Desembargador Aristóxenes Bittencourt,TARUMA,Unidade Regional Cajuru,20/03/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,04/02/2024,Drenagem,Alagamentos,Concluído,Rua Doutor Hamilton Dybowicz,UBERABA,Unidade Regional Cajuru,06/02/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,04/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA GOVERNADOR AGAMENON MAGALHÃES,TARUMA,Unidade Regional Cajuru,07/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,05/02/2024,Drenagem,Alagamentos,Concluído,RUA AMAURI MAUAD GUÉRIOS,UBERABA,Unidade Regional Cajuru,06/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,05/02/2024,Drenagem,Alagamentos,Concluído,RUA VELCY BOLÍVAR GRANDÓ,UBERABA,Unidade Regional Cajuru,06/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,10/02/2024,Drenagem,Alagamentos,Concluído,RUA NICOLAU VOROBI,CIDADE INDUSTRIAL,Unidade Regional CIC,16/02/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,10/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA NICOLAU VOROBI,CIDADE INDUSTRIAL,Unidade Regional CIC,23/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,07/02/2024,Drenagem,Alagamentos,Concluído,Rua Padre João Rzemelka,CIDADE INDUSTRIAL,Unidade Regional CIC,16/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,08/02/2024,Drenagem,Alagamentos,Concluído,Rua Professor Antônio Martins Franco,NOVO MUNDO,Unidade Regional Pinheirinho,26/04/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,07/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Aberto,Rua Padre João Rzemelka,CIDADE INDUSTRIAL,Unidade Regional CIC,,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,07/02/2024,Drenagem,Alagamentos,Concluído,AVENIDA PRESIDENTE WENCESLAU BRAZ,PAROLIN,Unidade Regional Portao,29/02/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,16/02/2024,Drenagem,Alagamentos,Concluído,AVENIDA SETE DE SETEMBRO,SEMINARIO,Unidade Regional Portao,23/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,15/02/2024,Drenagem,Alagamentos,Concluído,RUA ADYR PAROLIM,PINHEIRINHO,Unidade Regional Pinheirinho,04/04/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,15/02/2024,Drenagem,Alagamentos,Concluído,RUA AGUDOS DO SUL,SITIO CERCADO,Unidade Regional Bairro Novo,08/04/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,19/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Dante Honório,XAXIM,Unidade Regional Boqueirao,19/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/02/2024,Drenagem,Alagamentos,Concluído,Rua Evaristo da Veiga,BOQUEIRAO,Unidade Regional Boqueirao,26/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/02/2024,Drenagem,Alagamentos,Concluído,Rua Nicolau Kresko,HAUER,Unidade Regional Boqueirao,20/03/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/02/2024,Drenagem,Alagamentos,Concluído,Rua Tenente Francisco Ferreira de Souza,HAUER,Unidade Regional Boqueirao,17/05/2024,Portal,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,19/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA JOÃO CARLOS DE SOUZA CASTRO,GUABIROTUBA,Unidade Regional Cajuru,20/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,RUA PROFESSOR OMAR GONÇALVES DA MOTTA,BOA VISTA,Unidade Regional Boa Vista,02/05/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,Travessa José Aníbal Dutra Lamin,TATUQUARA,Unidade Regional Tatuquara,15/03/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,Travessa José Aníbal Dutra Lamin,TATUQUARA,Unidade Regional Tatuquara,15/03/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,19/02/2024,Drenagem,Alagamentos,Concluído,RUA SARGENTO LUIZ GONZAGA MARTINS RIBAS,UBERABA,Unidade Regional Cajuru,23/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,RUA CARLOS AUGUSTO ALDENUCCI,SITIO CERCADO,Unidade Regional Bairro Novo,22/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,Rua Diogo Mugiatti,BOQUEIRAO,Unidade Regional Boqueirao,11/03/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,Rua Das Carmelitas,BOQUEIRAO,Unidade Regional Boqueirao,04/04/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,Rua Daniel Cândido de Carvalho,UBERABA,Unidade Regional Cajuru,19/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,Rua Enette Dubard,TATUQUARA,Unidade Regional Tatuquara,11/03/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA CARLOS AUGUSTO ALDENUCCI,SITIO CERCADO,Unidade Regional Bairro Novo,18/02/2024,Telefone,2024
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2024,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,AVENIDA SANTA RITA DE CASSIA DOS IMPOSSÍVEIS,TATUQUARA,Unidade Regional Tatuquara,18/02/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,Rua João Azolin,SANTA FELICIDADE,Unidade Regional Santa Felicidade,12/04/2024,Portal,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,RUA JORNALISTA EMÍLIO ZOLA FLORENZANO,TATUQUARA,Unidade Regional Tatuquara,03/04/2024,Telefone,2024
Solicitação,SECRETARIA DO GOVERNO MUNICIPAL,18/02/2024,Drenagem,Alagamentos,Concluído,Cid José dos Santos,UBERABA,Unidade Regional Cajuru,19/02/2024,Telefone,2024
