Tipo,Orgao,DataCriacao,Assunto,Subdivisao,Situacao,Logradouro,Bairro,Regional,DataResposta,Origem,source_year
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Adelino Alexandrino Marquezini,ATUBA,Unidade Regional Boa Vista,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA SANTO ANÍBAL MARIA DI FRANCIA,UBERABA,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Senador Alô Guimarães,UBERABA,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Niterói,CAJURU,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA IGNEZ ROMFELD OTTO,UBERABA,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Capitão Guilherme Bianchi,CAJURU,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Monsenhor Dunand,UBERABA,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA CAJÁ-MANGA,UBERABA,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA SANTO ANIBAL MARIA DIFRANCIA,UBERABA,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Etiópia,CAJURU,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA ALBERTO DE OLIVEIRA,BAIRRO ALTO,Unidade Regional Boa Vista,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA VISCONDE DE ABAETÉ,BAIRRO ALTO,Unidade Regional Boa Vista,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Paulo Kissula,CAPAO DA IMBUIA,Unidade Regional Cajuru,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA ADÍLIO RAMOS,BAIRRO ALTO,Unidade Regional Boa Vista,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA JOAQUIM DA COSTA RIBEIRO,BAIRRO ALTO,Unidade Regional Boa Vista,29/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,28/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Niterói,CAJURU,Unidade Regional Cajuru,29/01/2025,Chat,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,30/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Catharina Prodlik,ABRANCHES,Unidade Regional Boa Vista,31/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA JOÃO CARLOS DE SOUZA CASTRO,GUABIROTUBA,Unidade Regional Cajuru,31/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Tranquilo Saragiotto,CAJURU,Unidade Regional Cajuru,31/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA SALVADOR,CAJURU,Unidade Regional Cajuru,04/02/2025,Chat,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA AGOSTINHO ÂNGELO TREVISAN,UBERABA,Unidade Regional Cajuru,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Natal,CAJURU,Unidade Regional Cajuru,04/02/2025,Chat,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Agostinho Ângelo Trevisan,UBERABA,Unidade Regional Cajuru,04/02/2025,Chat,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,31/01/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Brasílio Ribas,NOVO MUNDO,Unidade Regional Pinheirinho,31/01/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,01/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Rio Xingu,BAIRRO ALTO,Unidade Regional Boa Vista,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA CORONEL ARY PINHO,BOA VISTA,Unidade Regional Boa Vista,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA HAYTON DA SILVA PEREIRA,CAPAO DA IMBUIA,Unidade Regional Cajuru,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA ALETE DACHEAUX STORI,JARDIM DAS AMERICAS,Unidade Regional Cajuru,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Abrahão Kalil Fadel,SEMINARIO,Unidade Regional Portao,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA HELCIO DA CUNHA AJUZ,XAXIM,Unidade Regional Boqueirao,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA MAESTRO FRANCISCO ANTONELLO,NOVO MUNDO,Unidade Regional Pinheirinho,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA CARLOS DE LAET,ALTO BOQUEIRAO,Unidade Regional Boqueirao,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Avenida Henry Ford,LINDOIA,Unidade Regional Pinheirinho,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,AVENIDA HENRY FORD,LINDOIA,Unidade Regional Pinheirinho,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Dante Honório,XAXIM,Unidade Regional Boqueirao,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA IZIDORO STAVITZKI,PINHEIRINHO,Unidade Regional Pinheirinho,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA RANDOLFO SERZEDELO,FANNY,Unidade Regional Pinheirinho,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Francisco Klemtz,PORTAO,Unidade Regional Portao,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA DA DIVINA PROVIDÊNCIA,SANTA QUITERIA,Unidade Regional Portao,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,AVENIDA MARECHAL FLORIANO PEIXOTO,ALTO BOQUEIRAO,Unidade Regional Boqueirao,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Oscar Wilde,LINDOIA,Unidade Regional Pinheirinho,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA 25 DE AGOSTO,ALTO BOQUEIRAO,Unidade Regional Boqueirao,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,04/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua General Teodorico Guimarães,FANNY,Unidade Regional Pinheirinho,04/02/2025,Chat,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,04/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Coronel Luiz José Dos Santos,XAXIM,Unidade Regional Boqueirao,04/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Aguinaldo Dos Santos Pereira,CAJURU,Unidade Regional Cajuru,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA SÃO JOAQUIM,JARDIM BOTANICO,Unidade Regional Matriz,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua José Demeterco,CAJURU,Unidade Regional Cajuru,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Carlota Pereira de Queiroz,CAJURU,Unidade Regional Cajuru,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Germânia,CAJURU,Unidade Regional Cajuru,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Osmário de Lima,CAPAO DA IMBUIA,Unidade Regional Cajuru,14/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA SOFIA DUBIELLA,ABRANCHES,Unidade Regional Boa Vista,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA CLARA KUCHENNY,ABRANCHES,Unidade Regional Boa Vista,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA ASSIS BRASIL,BARREIRINHA,Unidade Regional Boa Vista,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA NAGIB DA SILVA,CAJURU,Unidade Regional Cajuru,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA GUILHERME IHLENFELDT,BACACHERI,Unidade Regional Boa Vista,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Henrique Mehl,UBERABA,Unidade Regional Cajuru,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA CURIÚVA,BARREIRINHA,Unidade Regional Boa Vista,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Gabirobas,UBERABA,Unidade Regional Cajuru,13/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,13/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA PARÁ,AGUA VERDE,Unidade Regional Portao,14/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,15/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA SUDÃO,CAJURU,Unidade Regional Cajuru,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Francisco Klemtz,PORTAO,Unidade Regional Portao,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Vereador Elias Karam,FAZENDINHA,Unidade Regional Portao,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA ROSAMÉLIA DE OLIVEIRA,CAMPO COMPRIDO,Unidade Regional Portao,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Lins de Vasconcelos,CIDADE INDUSTRIAL,Unidade Regional CIC,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA TIBAGI,CENTRO,Unidade Regional Matriz,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA BANDEIRANTES ,SITIO CERCADO,Unidade Regional Bairro Novo,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA DAS CARMELITAS,BOQUEIRAO,Unidade Regional Boqueirao,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Olegário Maciel,FAZENDINHA,Unidade Regional Portao,21/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Olga Baptista Bevilaqua,ALTO BOQUEIRAO,Unidade Regional Boqueirao,21/02/2025,Chat,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,25/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA FERNANDO SIMAS,MERCES,Unidade Regional Matriz,26/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,27/02/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,AVENIDA MARECHAL FLORIANO PEIXOTO,BOQUEIRAO,Unidade Regional Boqueirao,27/02/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,05/03/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,TERMINAL BAIRRO ALTO,BOQUEIRAO,Unidade Regional Boqueirao,10/03/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,05/03/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA ROGERIO PEREIRA DE CAMARGO,CIDADE INDUSTRIAL,Unidade Regional CIC,10/03/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,09/03/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Professora Woyslava Trzeciak Ângelotti,SITIO CERCADO,Unidade Regional Bairro Novo,10/03/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,09/03/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua João Sarot,TATUQUARA,Unidade Regional Tatuquara,10/03/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,23/04/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA IZOLINA MOLETTA MAURER,CIDADE INDUSTRIAL,Unidade Regional CIC,24/04/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,21/05/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA EMÍLIO BORDENOSKI,VISTA ALEGRE,Unidade Regional Santa Felicidade,21/05/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,21/05/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Rodolfo Bernardelli,UBERABA,Unidade Regional Cajuru,22/05/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,07/06/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA FRANCISCO KLEICHEVICZ,ORLEANS,Unidade Regional Santa Felicidade,10/06/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,07/06/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,AVENIDA MANOEL RIBAS,BUTIATUVINHA,Unidade Regional Santa Felicidade,10/06/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,08/06/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA COLÔMBIA,BACACHERI,Unidade Regional Boa Vista,10/06/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,09/06/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Bento Viana,AGUA VERDE,Unidade Regional Portao,10/06/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,09/06/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Pedro Antônio da Costa,BOA VISTA,Unidade Regional Boa Vista,10/06/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,09/06/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,LARGO ERASMO DE ROTTERDAM,AHU,Unidade Regional Matriz,10/06/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,20/06/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA PALMIRA GLÓRIA DE QUEIROZ,ORLEANS,Unidade Regional Santa Felicidade,23/06/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,26/08/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Padre Estanislau Piasecki,CIDADE INDUSTRIAL,Unidade Regional CIC,31/08/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,21/09/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA EDMUNDO GILLUNG,ALTO BOQUEIRAO,Unidade Regional Boqueirao,16/10/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,22/09/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Lufrido Costa,PINHEIRINHO,Unidade Regional Pinheirinho,24/09/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,22/09/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Vitório Stevan,CIDADE INDUSTRIAL,Unidade Regional CIC,24/09/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,18/10/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,RUA OLINDO CAETANI,UBERABA,Unidade Regional Cajuru,24/10/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/11/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Rua Jacinto Cunha,CIDADE INDUSTRIAL,Unidade Regional CIC,04/11/2025,Telefone,2025
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,08/11/2025,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Concluído,Avenida Francisco Gulin,SANTA FELICIDADE,Unidade Regional Santa Felicidade,12/11/2025,Telefone,2025
Solicitação,Secretaria do Governo Municipal,29/12/2025,Drenagem,Alagamentos,Aberto,Rua Estados Unidos,BOA VISTA,Unidade Regional Boa Vista,,Telefone,2025
Solicitação,Secretaria do Governo Municipal,29/12/2025,Drenagem,Alagamentos,Aberto,Humberto Cezarino,SANTA CANDIDA,Unidade Regional Boa Vista,,Portal,2025
Solicitação,Secretaria Municipal de Obras Públicas,18/11/2025,Drenagem,Alagamentos,Aberto,Rua Iapó,PRADO VELHO,Unidade Regional Matriz,,Telefone,2025
Reclamação,Secretaria Municipal de Obras Públicas,14/12/2025,Drenagem,Alagamentos,Aberto,Júlia Wanderley,MERCES,Unidade Regional Matriz,,Portal,2025
Solicitação,Secretaria Municipal de Obras Públicas,15/12/2025,Drenagem,Alagamentos,Aberto,RUA DESEMBARGADOR MOTTA,CENTRO,Unidade Regional Matriz,,Telefone,2025
Reclamação,Secretaria Municipal de Obras Públicas,16/12/2025,Drenagem,Alagamentos,Aberto,RUA Desembargador Motta,CENTRO,Unidade Regional Matriz,,Telefone,2025
Solicitação,Secretaria Municipal de Obras Públicas,31/12/2025,Drenagem,Alagamentos,Aberto,Nestor Lopes da Silva,MERCES,Unidade Regional Matriz,,Portal,2025
Solicitação,Secretaria Municipal de Obras Públicas,31/12/2025,Drenagem,Alagamentos,Aberto,Júlia Wanderley,MERCES,Unidade Regional Matriz,,Portal,2025
Solicitação,Secretaria do Governo Municipal,22/07/2026,Drenagem,Alagamentos,Aberto,RUA JEREMIAS MACIEL PERRETTO,MOSSUNGUE,Unidade Regional Santa Felicidade,,Portal,2026
Solicitação,SECRETARIA MUNICIPAL DA DEFESA SOCIAL E TRÂNSITO,03/02/2026,Proteção ao cidadão - GM,"Enchentes, inundações ou alagamentos",Respondido,RUA 25 DE AGOSTO,BOQUEIRAO,Unidade Regional Boqueirao,27/07/2026,Telefone,2026
