regiao,rotulo,ponto_id,lat,lon,data_evento,ano_fonte,assunto,subdivisao,logradouro,bairro,nivel_confianca,nominatim_nome_exibicao,nominatim_osm_id,tipo_fonte_negativo,fenomeno_ocorrencia,papel_fonte_dataset,uso_permitido,uso_proibido
Curitiba,0,CUR_SIAC156_NEG_c9705a9439365e4d,-25.4865091,-49.3068053,09/07/2025,2025,Coleta,Resíduos vegetais de jardim,RUA JULIÃO GUIÃO QUEIROLO,NOVO MUNDO,strong,"Rua Julião Guião Queirolo - Russo, Vila Uberlândia, Novo Mundo, Curitiba, Paraná, Região Sul, 81050-424, Brasil",598198591,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Resíduos vegetais de jardim) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_210531c26802ac61,-25.3961337,-49.2596312,18/08/2025,2025,Coleta,Caliças até 5 carrinhos de mão,Rua Manoel Padilha de Lima,AHU,strong,"Rua Manoel Padilha de Lima, Ahú, Curitiba, Paraná, Região Sul, 82200-310, Brasil",150299037,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Caliças até 5 carrinhos de mão) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_376a0907e2f2909a,-25.4964202,-49.2741017,29/01/2025,2025,Lombada física,Implantação,RUA FRANCISCO DEROSSO,XAXIM,strong,"Rua Francisco Derosso, Xaxim, Curitiba, Paraná, Região Sul, 81810-440, Brasil",195718580,siac156_curitiba_non_hydrological_category_v1,"non-flood (Lombada física/Implantação) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_5a1f391d0dee0ff1,-25.4324051,-49.2759272,30/01/2025,2025,Trânsito,Fiscalização de estacionamento irregular,Rua Cândido Lopes,CENTRO,strong,"Rua Cândido Lopes, Centro, Curitiba, Paraná, Região Sul, 80410-201, Brasil",291750963,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_e3d97ca3a2896791,-25.5397979,-49.2837532,27/09/2025,2025,Coleta,Resíduos vegetais de jardim,RUA SERTANEJA,SITIO CERCADO,strong,"Rua Sertaneja, Sítio Cercado, Curitiba, Paraná, Região Sul, 81880-320, Brasil",129015272,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Resíduos vegetais de jardim) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_7efb9b003ad67e71,-25.4307616,-49.2829061,03/05/2025,2025,Sinalização horizontal,Repintura,TRAVESSA MONTEIRO LOBATO,CENTRO,strong,"Travessa Monteiro Lobato, Centro, Curitiba, Paraná, Região Sul, 80410-140, Brasil",163508306,siac156_curitiba_non_hydrological_category_v1,"non-flood (Sinalização horizontal/Repintura) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_7efb9b003ad67e71,-25.4307616,-49.2829061,03/05/2025,2025,Trânsito,Fiscalização de estacionamento irregular,TRAVESSA MONTEIRO LOBATO,CENTRO,strong,"Travessa Monteiro Lobato, Centro, Curitiba, Paraná, Região Sul, 80410-140, Brasil",163508306,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_19945a67c759ebf6,-25.4347837,-49.3134812,07/04/2025,2025,Coleta,Entulhos diversos (pequena quantidade),Rua Desembargador Augusto Guimarães Cortês,CAMPINA DO SIQUEIRA,strong,"Rua Desembargador Augusto Guimarães Côrtes, Campina do Siqueira, Curitiba, Paraná, Região Sul, 80740-050, Brasil",385090772,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Entulhos diversos (pequena quantidade)) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_19945a67c759ebf6,-25.4347837,-49.3134812,07/04/2025,2025,Árvore,Remoção de tocos / destoca,Rua Desembargador Augusto Guimarães Cortês,CAMPINA DO SIQUEIRA,strong,"Rua Desembargador Augusto Guimarães Côrtes, Campina do Siqueira, Curitiba, Paraná, Região Sul, 80740-050, Brasil",385090772,siac156_curitiba_non_hydrological_category_v1,"non-flood (Árvore/Remoção de tocos / destoca) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_f69701f33c0909db,-25.414689,-49.2397256,02/11/2025,2025,Praças,Manutenção,Presidente Eisenhower,JARDIM SOCIAL,medium,"Praça Presidente Eisenhower, 60, Jardim Social, Curitiba, Paraná, Região Sul, Brasil",360741734,siac156_curitiba_non_hydrological_category_v1,"non-flood (Praças/Manutenção) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_810c60222a33fe4a,-25.459569,-49.2375535,02/06/2025,2025,Coleta,Resíduos vegetais de jardim,RUA ERNESTO GUARIZA,JARDIM DAS AMERICAS,strong,"Rua Ernesto Guariza, Jardim das Américas, Curitiba, Paraná, Região Sul, 81520-000, Brasil",125381897,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Resíduos vegetais de jardim) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_1c0f32dcc5fceec0,-25.451848,-49.2036852,01/07/2025,2025,Coleta,Caliças até 5 carrinhos de mão,Rua da Trindade,CAJURU,strong,"Rua da Trindade, Cajuru, Curitiba, Paraná, Região Sul, 82930-240, Brasil",33019287,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Caliças até 5 carrinhos de mão) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_18ede692f09c750e,-25.4592361,-49.2160785,29/05/2026,2026,Coleta,Entulhos diversos (pequena quantidade),Rua Luiz França,CAJURU,strong,"Rua Luiz França, Cajuru, Curitiba, Paraná, Região Sul, 82940-280, Brasil",317975012,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Entulhos diversos (pequena quantidade)) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_e7e53fbb520bf818,-25.481599,-49.2053592,21/07/2026,2026,Coleta,Resíduos vegetais de jardim,Rua do Camacuan,UBERABA,strong,"Rua do Camacuam, Uberaba, Curitiba, Paraná, Região Sul, 81590-250, Brasil",33020861,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Resíduos vegetais de jardim) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_da175a46ee7cc882,-25.4361328,-49.2749104,02/06/2026,2026,Trânsito,Fiscalização de estacionamento irregular,Rua Visconde de Nácar,CENTRO,strong,"Rua Visconde de Nacar, Centro, Curitiba, Paraná, Região Sul, 80010-030, Brasil",125542069,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_da175a46ee7cc882,-25.4361328,-49.2749104,02/06/2026,2026,Trânsito,Fiscalização de estacionamento irregular,Rua Visconde de Nácar,CENTRO,strong,"Rua Visconde de Nacar, Centro, Curitiba, Paraná, Região Sul, 80010-030, Brasil",125542069,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_8482de690551b30a,-25.4185963,-49.2846146,02/02/2026,2026,Trânsito,Fiscalização de estacionamento irregular,Rua Solimões,MERCES,strong,"Rua Solimões, Mercês, Curitiba, Paraná, Região Sul, 80510-340, Brasil",32943940,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_0a718d04c0ef9b62,-25.518208,-49.2568672,16/05/2026,2026,Disque Solidariedade,Doações,Rua João Winter,XAXIM,strong,"Rua João Winter, Xaxim, Curitiba, Paraná, Região Sul, 81830-285, Brasil",164769213,siac156_curitiba_non_hydrological_category_v1,"non-flood (Disque Solidariedade/Doações) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_5376a4f5d16b6236,-25.4358082,-49.2571375,04/02/2026,2026,Fiscalização de obras,Alvará de construção,Presidente Affonso Camargo,JARDIM BOTANICO,strong,"Avenida Presidente Affonso Camargo, Jardim Botânico, Curitiba, Paraná, Região Sul, 80060-090, Brasil",195556937,siac156_curitiba_non_hydrological_category_v1,"non-flood (Fiscalização de obras/Alvará de construção) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_0f74ff427262ef55,-25.4107044,-49.1981321,23/06/2026,2026,Coleta,Resíduos vegetais de jardim,Rua Rio Araguari,BAIRRO ALTO,strong,"Rua Rio Araguari, Bairro Alto, Curitiba, Paraná, Região Sul, 82820-300, Brasil",1084903990,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Resíduos vegetais de jardim) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_44298f2dd8432f3a,-25.4994053,-49.2994625,16/06/2026,2026,Coleta,Entulhos diversos (pequena quantidade),Rua José Clementino Bettega,CAPAO RASO,strong,"Rua José Clementino Bettega, Capão Raso, Curitiba, Paraná, Região Sul, 81130-060, Brasil",48294509,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Entulhos diversos (pequena quantidade)) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_44298f2dd8432f3a,-25.4994053,-49.2994625,16/06/2026,2026,Coleta,Resíduos vegetais de jardim,Rua José Clementino Bettega,CAPAO RASO,strong,"Rua José Clementino Bettega, Capão Raso, Curitiba, Paraná, Região Sul, 81130-060, Brasil",48294509,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Resíduos vegetais de jardim) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_dfcb06973bd50bc8,-25.4312608,-49.2712771,06/02/2026,2026,Trânsito,Fiscalização de estacionamento irregular,EMILIANO PER,CENTRO,medium,"Centro, Curitiba, Paraná, Região Sul, Brasil",5621947,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_35ee21faae414f51,-25.429499,-49.2600392,03/01/2026,2026,Trânsito,Fiscalização de estacionamento irregular,RUA GENERAL CARNEIRO,CENTRO,strong,"Rua General Carneiro, Centro, Curitiba, Paraná, Região Sul, 80060-140, Brasil",265615038,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_35ee21faae414f51,-25.429499,-49.2600392,03/01/2026,2026,Trânsito,Fiscalização de estacionamento irregular,RUA GENERAL CARNEIRO,CENTRO,strong,"Rua General Carneiro, Centro, Curitiba, Paraná, Região Sul, 80060-140, Brasil",265615038,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_35ee21faae414f51,-25.429499,-49.2600392,03/01/2026,2026,Trânsito,Fiscalização de estacionamento irregular,RUA GENERAL CARNEIRO,CENTRO,strong,"Rua General Carneiro, Centro, Curitiba, Paraná, Região Sul, 80060-140, Brasil",265615038,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_ac7a34ddb6af0404,-25.5024313,-49.2622259,28/03/2026,2026,Coleta,Entulhos diversos (pequena quantidade),Rua Gilmar José Carneiro,XAXIM,strong,"Rua Gilmar José Carneiro, Xaxim, Curitiba, Paraná, Região Sul, 81710-000, Brasil",84913664,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Entulhos diversos (pequena quantidade)) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_fea39e20fdd69457,-25.5084314,-49.2578421,08/05/2026,2026,Coleta,Resíduos vegetais de jardim,Rua Inácio Martins,XAXIM,strong,"Rua Inácio Martins, Xaxim, Curitiba, Paraná, Região Sul, 81720-140, Brasil",85034916,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Resíduos vegetais de jardim) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_f55c1dfff6ceeed6,-25.4860385,-49.3068932,01/04/2026,2026,Coleta,Entulhos diversos (pequena quantidade),Rua Visconde do Serro Frio,NOVO MUNDO,strong,"Rua Visconde do Serro Frio, Vila Uberlândia, Novo Mundo, Curitiba, Paraná, Região Sul, 81050-424, Brasil",129142024,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Entulhos diversos (pequena quantidade)) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_4de5a2d4ea5f0d58,-25.5058756,-49.2205477,17/02/2026,2026,Coleta,Caliças até 5 carrinhos de mão,Rua do Tratorista,BOQUEIRAO,strong,"Rua do Tratorista, Boqueirão, Curitiba, Paraná, Região Sul, 81730-150, Brasil",85573727,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Caliças até 5 carrinhos de mão) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_7d713d269007cf0c,-25.4372186,-49.2804412,01/06/2026,2026,Trânsito,Fiscalização de estacionamento irregular,RUA COMENDADOR ARAÚJO,CENTRO,strong,"Rua Comendador Araújo, Centro, Curitiba, Paraná, Região Sul, 80420-000, Brasil",29464177,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_6d6f9b2944afac78,-25.4350019,-49.2848897,02/06/2026,2026,Trânsito,Fiscalização de estacionamento irregular,ALAMEDA DOUTOR CARLOS DE CARVALHO,BATEL,strong,"Alameda Doutor Carlos de Carvalho, Batel, Curitiba, Paraná, Região Sul, 80240-240, Brasil",1544401273,siac156_curitiba_non_hydrological_category_v1,"non-flood (Trânsito/Fiscalização de estacionamento irregular) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_c5bd625b747ba761,-25.3851138,-49.3357761,13/03/2026,2026,Coleta,Resíduos vegetais de jardim,Rua Sociólogo Gilberto Freyre,SANTA FELICIDADE,strong,"Rua Sociólogo Gilberto Freyre, Santa Felicidade, Curitiba, Paraná, Região Sul, 82410-220, Brasil",126812410,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Resíduos vegetais de jardim) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_c5bd625b747ba761,-25.3851138,-49.3357761,13/03/2026,2026,Árvore,Remoção de tocos / destoca,Rua Sociólogo Gilberto Freyre,SANTA FELICIDADE,strong,"Rua Sociólogo Gilberto Freyre, Santa Felicidade, Curitiba, Paraná, Região Sul, 82410-220, Brasil",126812410,siac156_curitiba_non_hydrological_category_v1,"non-flood (Árvore/Remoção de tocos / destoca) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_b1bd4ca15c0a05d6,-25.5012171,-49.287831,06/04/2026,2026,Coleta,Resíduos vegetais de jardim,RUA ISMÊNIA VIEIRA DE ALENCAR,CAPAO RASO,strong,"Rua Ismênia Vieira de Alencar, Capão Raso, Curitiba, Paraná, Região Sul, 81110-260, Brasil",24576818,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Resíduos vegetais de jardim) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_8b2689565cc65556,-25.5112446,-49.3225252,22/04/2026,2026,Árvore,Poda de manutenção em árvores,RUA ELVIRA DOS SANTOS GOULART,CIDADE INDUSTRIAL,strong,"Rua Elvira dos Santos Goulart, Cidade Industrial de Curitiba, Curitiba, Paraná, Região Sul, 81305-185, Brasil",1349608421,siac156_curitiba_non_hydrological_category_v1,"non-flood (Árvore/Poda de manutenção em árvores) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_1faf42d8c763805e,-25.4600245,-49.3134642,18/01/2026,2026,Coleta,Resíduos vegetais de jardim,Rua Major França Gomes,SANTA QUITERIA,strong,"Rua Major França Gomes, Santa Quitéria, Curitiba, Paraná, Região Sul, 80310-410, Brasil",99496954,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Resíduos vegetais de jardim) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
Curitiba,0,CUR_SIAC156_NEG_12d28c922e4fbea9,-25.4671869,-49.1940255,23/04/2026,2026,Coleta,Caliças até 5 carrinhos de mão,Rua Manoel Felipe Rodrigues Moraes,CAJURU,strong,"Rua Manoel Felipe Rodrigues Moraes, Cajuru, Curitiba, Paraná, Região Sul, 82980-100, Brasil",163153921,siac156_curitiba_non_hydrological_category_v1,"non-flood (Coleta/Caliças até 5 carrinhos de mão) - causally independent of rain, see negative_categories_curitiba.py",siac156_curitiba_negative_v1,"Ponto negativo administrativo geocodificado, pareado por bairro com positivo real, sem colisao <30m. Mesma regra causal do v12 Recife.","Nao usar como escore, threshold ou variavel derivada do rotulo. Ausencia de registro NAO foi usada como criterio -- presenca de outro fenomeno real."
