source_year,data_criacao,assunto,subdivisao,situacao,logradouro,bairro,regional,origem,rank_key,geocode_query,confidence_tier,lat,lon,nominatim_display_name,osm_class,osm_type,osm_id,geocode_reason
2024,07/08/2024,Coleta,Resíduos vegetais de jardim,Concluído,RUA GIOVANNI DALLA PALMA,SAO BRAZ,Unidade Regional Santa Felicidade,Telefone,216147,"RUA GIOVANNI DALLA PALMA, SAO BRAZ, Curitiba, PR, Brasil",strong,-25.4074031,-49.3445263,"Rua Giovanni Dalla Palma, São Braz, Curitiba, Paraná, Região Sul, 82320-390, Brasil",,residential,150298987,
2024,18/04/2024,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Antonio Petruzziello,PILARZINHO,Unidade Regional Boa Vista,Mobile,277557,"Rua Antonio Petruzziello, PILARZINHO, Curitiba, PR, Brasil",strong,-25.3889766,-49.2938027,"Rua Antônio Petruzziello, Pilarzinho, Curitiba, Paraná, Região Sul, 82110-350, Brasil",,residential,150298939,
2024,01/09/2024,Trânsito,Fiscalização de estacionamento irregular,Concluído,Rua Paulo Martins,MERCES,Unidade Regional Matriz,Telefone,290042,"Rua Paulo Martins, MERCES, Curitiba, PR, Brasil",strong,-25.417762,-49.2975323,"Rua Paulo Martins, Mercês, Curitiba, Paraná, Região Sul, 80810-345, Brasil",,residential,29548943,
2024,16/10/2024,Coleta,Resíduos vegetais de jardim,Concluído,RUA EDUARDO JARNICKI,SAO BRAZ,Unidade Regional Santa Felicidade,Telefone,318099,"RUA EDUARDO JARNICKI, SAO BRAZ, Curitiba, PR, Brasil",strong,-25.4154623,-49.359722,"Rua Eduardo Jarnicki, São Braz, Curitiba, Paraná, Região Sul, 82315-420, Brasil",,residential,158227367,
2024,03/09/2024,Coleta,Resíduos vegetais de jardim,Concluído,Avenida Albino Raschendorfer,VISTA ALEGRE,Unidade Regional Santa Felicidade,Mobile,320677,"Avenida Albino Raschendorfer, VISTA ALEGRE, Curitiba, PR, Brasil",strong,-25.4128552,-49.2874744,"Avenida Albino Raschendorfer, Vista Alegre, Curitiba, Paraná, Região Sul, 80810-090, Brasil",,residential,754962181,
2024,04/06/2024,Coleta,Resíduos vegetais de jardim,Concluído,Rua Brigadeiro Franco,CENTRO,Unidade Regional Matriz,Mobile,329203,"Rua Brigadeiro Franco, CENTRO, Curitiba, PR, Brasil",strong,-25.4345865,-49.2817894,"Rua Brigadeiro Franco, Centro, Curitiba, Paraná, Região Sul, 80420-190, Brasil",,primary,663076698,
2024,08/12/2024,Trânsito,Fiscalização de estacionamento irregular,Concluído,Doutor Pedrosa,CENTRO,Unidade Regional Matriz,Portal,364485,"Doutor Pedrosa, CENTRO, Curitiba, PR, Brasil",strong,-25.438158,-49.2772774,"Rua Doutor Pedrosa, Centro, Curitiba, Paraná, Região Sul, 80420-080, Brasil",,secondary,125542072,
2024,06/03/2024,Coleta,Resíduos vegetais de jardim,Concluído,Padre Germano Mayer,HUGO LANGE,Unidade Regional Matriz,Mobile,375572,"Padre Germano Mayer, HUGO LANGE, Curitiba, PR, Brasil",medium,-25.4167134,-49.2477855,"Rua Padre Germano Mayer, 2016 - Hugo Lange, Rua Padre Germano Mayer, Hugo Lange, Curitiba, Paraná, Região Sul, 80040-345, Brasil",,bus_stop,13736687326,
2024,21/05/2024,Coleta,Caliças até 5 carrinhos de mão,Concluído,Rua Vieira dos Santos,CENTRO CIVICO,Unidade Regional Matriz,Portal,390557,"Rua Vieira dos Santos, CENTRO CIVICO, Curitiba, PR, Brasil",strong,-25.4084816,-49.2687393,"Rua Vieira dos Santos, Centro Cívico, Curitiba, Paraná, Região Sul, 80530-910, Brasil",,residential,86087483,
2024,27/04/2024,Trânsito,Fiscalização de bloqueio de pista,Concluído,Rua Moysés Marcondes,JUVEVE,Unidade Regional Matriz,Mobile,393310,"Rua Moysés Marcondes, JUVEVE, Curitiba, PR, Brasil",strong,-25.4114166,-49.2610834,"Rua Moysés Marcondes, Juvevê, Curitiba, Paraná, Região Sul, 80530-290, Brasil",,residential,32944156,
2024,04/01/2024,Coleta,Resíduos vegetais de jardim,Concluído,RUA DOUTOR DJALMA FERREIRA LOPES,GUABIROTUBA,Unidade Regional Cajuru,Telefone,401093,"RUA DOUTOR DJALMA FERREIRA LOPES, GUABIROTUBA, Curitiba, PR, Brasil",strong,-25.4727523,-49.2421951,"Rua Doutor Djalma Ferreira Lopes, Guabirotuba, Curitiba, Paraná, Região Sul, 81510-001, Brasil",,residential,125387401,
2024,20/09/2024,Árvore,Poda de manutenção em árvores,Aberto,RUA JAZIEL SOTTO MAIOR LAGOS,CIDADE INDUSTRIAL,Unidade Regional CIC,Telefone,403374,"RUA JAZIEL SOTTO MAIOR LAGOS, CIDADE INDUSTRIAL, Curitiba, PR, Brasil",medium,-25.497993,-49.334522,"Cidade Industrial de Curitiba, Curitiba, Paraná, Região Sul, 81350-260, Brasil",,suburb,3012156952,fallback_bairro_apos_rua_sem_resultado_em_bbox
2024,09/02/2024,Coleta,Caliças até 5 carrinhos de mão,Concluído,Rua Genoveva Simões Falcão,CASCATINHA,Unidade Regional Santa Felicidade,Portal,415380,"Rua Genoveva Simões Falcão, CASCATINHA, Curitiba, PR, Brasil",strong,-25.4106311,-49.3103833,"Rua Genoveva Simões Falcão, Cascatinha, Curitiba, Paraná, Região Sul, 82020-250, Brasil",,residential,158626631,
2024,13/09/2024,Trânsito,Fiscalização de estacionamento irregular,Concluído,Rua Monsenhor Ivo Zanlorenzi,CAMPO COMPRIDO,Unidade Regional Portao,Mobile,426141,"Rua Monsenhor Ivo Zanlorenzi, CAMPO COMPRIDO, Curitiba, PR, Brasil",strong,-25.4432019,-49.3504576,"Rua Monsenhor Ivo Zanlorenzi, Campo Comprido, Curitiba, Paraná, Região Sul, 81280-430, Brasil",,primary,776929902,
2024,17/04/2024,Árvore,Poda de manutenção em árvores,Aberto,Egídio Antônio Zamilian,SANTA FELICIDADE,Unidade Regional Santa Felicidade,Telefone,430909,"Egídio Antônio Zamilian, SANTA FELICIDADE, Curitiba, PR, Brasil",strong,-25.3976752,-49.3271931,"Rua Egídio Antônio Zamilian, Santa Felicidade, Curitiba, Paraná, Região Sul, 82020-470, Brasil",,residential,158126152,
2024,18/04/2024,Coleta,Resíduos vegetais de jardim,Concluído,RUA ROCHA POMBO,JUVEVE,Unidade Regional Matriz,Telefone,433089,"RUA ROCHA POMBO, JUVEVE, Curitiba, PR, Brasil",strong,-25.4125261,-49.2617747,"Rua Rocha Pombo, Juvevê, Curitiba, Paraná, Região Sul, 80530-290, Brasil",,secondary,32944157,
2024,13/07/2024,Coleta,Entulhos diversos (pequena quantidade),Concluído,Flávio de Azevedo Macedo,SAO LOURENCO,Unidade Regional Boa Vista,Mobile,435479,"Flávio de Azevedo Macedo, SAO LOURENCO, Curitiba, PR, Brasil",strong,-25.4005239,-49.27321,"Rua Flávio de Azevedo Macedo, São Lourenço, Curitiba, Paraná, Região Sul, 82120-060, Brasil",,residential,32944143,
2024,16/02/2024,Coleta,Resíduos vegetais de jardim,Concluído,Avenida Senador Salgado Filho,UBERABA,Unidade Regional Cajuru,Telefone,438793,"Avenida Senador Salgado Filho, UBERABA, Curitiba, PR, Brasil",strong,-25.4760763,-49.2277065,"Avenida Senador Salgado Filho, Uberaba, Curitiba, Paraná, Região Sul, 81570-140, Brasil",,secondary,90650982,
2024,16/02/2024,Coleta,Resíduos vegetais de jardim,Concluído,Avenida Senador Salgado Filho,UBERABA,Unidade Regional Cajuru,Portal,438793,"Avenida Senador Salgado Filho, UBERABA, Curitiba, PR, Brasil",strong,-25.4760763,-49.2277065,"Avenida Senador Salgado Filho, Uberaba, Curitiba, Paraná, Região Sul, 81570-140, Brasil",,secondary,90650982,
2024,16/02/2024,Trânsito,Fiscalização de estacionamento irregular,Concluído,Rua Cezario Curial,PILARZINHO,Unidade Regional Boa Vista,Mobile,445232,"Rua Cezario Curial, PILARZINHO, Curitiba, PR, Brasil",strong,-25.3897513,-49.2944811,"Rua Cezário Curial, Vila Nori, Pilarzinho, Curitiba, Paraná, Região Sul, 82100-510, Brasil",,residential,150296501,
2024,20/02/2024,Coleta,Resíduos vegetais de jardim,Concluído,Rua Professor Ary Nogueira Dos Santos,BOQUEIRAO,Unidade Regional Boqueirao,Telefone,448247,"Rua Professor Ary Nogueira Dos Santos, BOQUEIRAO, Curitiba, PR, Brasil",strong,-25.5115843,-49.2415793,"Rua Professor Ary Nogueira dos Santos, Boqueirão, Curitiba, Paraná, Região Sul, 81750-190, Brasil",,residential,85231834,
2025,17/07/2025,Coleta,Resíduos vegetais de jardim,Concluído,Rua Renato de Souza Lobo,CIDADE INDUSTRIAL,Unidade Regional CIC,Mobile,14663,"Rua Renato de Souza Lobo, CIDADE INDUSTRIAL, Curitiba, PR, Brasil",medium,-25.497993,-49.334522,"Cidade Industrial de Curitiba, Curitiba, Paraná, Região Sul, 81350-260, Brasil",,suburb,3012156952,fallback_bairro_apos_rua_sem_resultado_em_bbox
2025,14/08/2025,Iluminação Pública,Manutenção de Luminárias,Concluído,Rua Ghaze Saleh,TINGUI,Unidade Regional Boa Vista,Telefone,47589,"Rua Ghaze Saleh, TINGUI, Curitiba, PR, Brasil",strong,-25.3813651,-49.2205639,"Rua Ghaze Saleh, Tingui, Curitiba, Paraná, Região Sul, 82620-260, Brasil",,residential,160681474,
2025,02/01/2025,Coleta,Resíduos vegetais de jardim,Concluído,RUA FRANCISCO PAROLIN,PAROLIN,Unidade Regional Portao,Telefone,55455,"RUA FRANCISCO PAROLIN, PAROLIN, Curitiba, PR, Brasil",strong,-25.4637167,-49.2601128,"Rua Francisco Parolin, Parolin, Curitiba, Paraná, Região Sul, 80220-390, Brasil",,residential,53814835,
2025,26/08/2025,Unidade de Saúde - UMS,Agendamento - Consulta com Especialista,Concluído,RUA CYRO CORREIA PEREIRA,CIDADE INDUSTRIAL,Unidade Regional CIC,Telefone,68308,"RUA CYRO CORREIA PEREIRA, CIDADE INDUSTRIAL, Curitiba, PR, Brasil",medium,-25.497993,-49.334522,"Cidade Industrial de Curitiba, Curitiba, Paraná, Região Sul, 81350-260, Brasil",,suburb,3012156952,fallback_bairro_apos_rua_sem_resultado_em_bbox
2025,22/04/2025,Árvore,Poda de manutenção em árvores,Concluído,RUA PASTOR NIVALDO RAMOS,CIDADE INDUSTRIAL,Unidade Regional CIC,Telefone,74977,"RUA PASTOR NIVALDO RAMOS, CIDADE INDUSTRIAL, Curitiba, PR, Brasil",medium,-25.497993,-49.334522,"Cidade Industrial de Curitiba, Curitiba, Paraná, Região Sul, 81350-260, Brasil",,suburb,3012156952,fallback_bairro_apos_rua_sem_resultado_em_bbox
2025,18/11/2025,Iluminação Pública,Manutenção de Luminárias,Aberto,Rua Doutor Alexandre Gutierrez,AGUA VERDE,Unidade Regional Portao,Mobile,78405,"Rua Doutor Alexandre Gutierrez, AGUA VERDE, Curitiba, PR, Brasil",strong,-25.4516069,-49.2835701,"Rua Doutor Alexandre Gutierrez, Água Verde, Curitiba, Paraná, Região Sul, 80620-200, Brasil",,residential,52708928,
2025,18/11/2025,Iluminação Pública,Manutenção de Luminárias,Concluído,Rua Doutor Alexandre Gutierrez,AGUA VERDE,Unidade Regional Portao,Mobile,78405,"Rua Doutor Alexandre Gutierrez, AGUA VERDE, Curitiba, PR, Brasil",strong,-25.4516069,-49.2835701,"Rua Doutor Alexandre Gutierrez, Água Verde, Curitiba, Paraná, Região Sul, 80620-200, Brasil",,residential,52708928,
2025,30/07/2025,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Professor Fábio de Souza,PORTAO,Unidade Regional Portao,Mobile,96522,"Rua Professor Fábio de Souza, PORTAO, Curitiba, PR, Brasil",strong,-25.4651897,-49.3070035,"Rua Professor Fábio de Souza, Santa Quitéria, Curitiba, Paraná, Região Sul, 80310-130, Brasil",,residential,161320945,
2025,25/08/2025,Cartão transporte,Cartão débito/crédito,Concluído,José Hauer,UBERABA,Unidade Regional Cajuru,Portal,123654,"José Hauer, UBERABA, Curitiba, PR, Brasil",strong,-25.4997167,-49.2195682,"Rua José Hauer, Uberaba, Curitiba, Paraná, Região Sul, 81580-250, Brasil",,secondary,70629093,
2025,09/09/2025,Iluminação Pública,Manutenção de Luminárias,Concluído,Rua Nilo Pecanha,BOM RETIRO,Unidade Regional Matriz,Portal,143181,"Rua Nilo Pecanha, BOM RETIRO, Curitiba, PR, Brasil",strong,-25.4160066,-49.2740116,"Rua Nilo Peçanha, Bom Retiro, Curitiba, Paraná, Região Sul, 80520-176, Brasil",,primary,263505515,
2025,03/04/2025,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Nelso José Lauthart,ALTO BOQUEIRAO,Unidade Regional Boqueirao,Mobile,146009,"Rua Nelso José Lauthart, ALTO BOQUEIRAO, Curitiba, PR, Brasil",strong,-25.5362728,-49.2377438,"Rua Nelso José Lauthart, Alto Boqueirão, Curitiba, Paraná, Região Sul, 81860-090, Brasil",,residential,1493804463,
2025,09/04/2025,Trânsito,Fiscalização de bloqueio de pista,Concluído,Rua Padre Anchieta,BIGORRILHO,Unidade Regional Matriz,Telefone,149819,"Rua Padre Anchieta, BIGORRILHO, Curitiba, PR, Brasil",strong,-25.4307431,-49.2937349,"Rua Padre Anchieta, Bigorrilho, Curitiba, Paraná, Região Sul, 80410-020, Brasil",,tertiary,229104844,
2025,09/04/2025,Trânsito,Fiscalização de bloqueio de pista,Concluído,Rua Padre Anchieta,BIGORRILHO,Unidade Regional Matriz,Mobile,149819,"Rua Padre Anchieta, BIGORRILHO, Curitiba, PR, Brasil",strong,-25.4307431,-49.2937349,"Rua Padre Anchieta, Bigorrilho, Curitiba, Paraná, Região Sul, 80410-020, Brasil",,tertiary,229104844,
2025,17/02/2025,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Padre Francisco Chylaszek,CIDADE INDUSTRIAL,Unidade Regional CIC,Telefone,150903,"Rua Padre Francisco Chylaszek, CIDADE INDUSTRIAL, Curitiba, PR, Brasil",medium,-25.497993,-49.334522,"Cidade Industrial de Curitiba, Curitiba, Paraná, Região Sul, 81350-260, Brasil",,suburb,3012156952,fallback_bairro_apos_rua_sem_resultado_em_bbox
2025,17/02/2025,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Padre Francisco Chylaszek,CIDADE INDUSTRIAL,Unidade Regional CIC,Telefone,150903,"Rua Padre Francisco Chylaszek, CIDADE INDUSTRIAL, Curitiba, PR, Brasil",medium,-25.497993,-49.334522,"Cidade Industrial de Curitiba, Curitiba, Paraná, Região Sul, 81350-260, Brasil",,suburb,3012156952,fallback_bairro_apos_rua_sem_resultado_em_bbox
2025,17/02/2025,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Ary Taborda,GANCHINHO,Unidade Regional Bairro Novo,Mobile,168257,"Rua Ary Taborda, GANCHINHO, Curitiba, PR, Brasil",strong,-25.5572366,-49.2514076,"Rua Ary Taborda, Moradias Dom Ângelo, Ganchinho, Curitiba, Paraná, Região Sul, 81935-060, Brasil",,residential,398001985,
2025,03/12/2025,Praças,Manutenção,Aberto,AVENIDA PRESIDENTE WENCESLAU BRAZ,LINDOIA,Unidade Regional Pinheirinho,Telefone,217141,"AVENIDA PRESIDENTE WENCESLAU BRAZ, LINDOIA, Curitiba, PR, Brasil",strong,-25.4758102,-49.2770618,"Avenida Presidente Wenceslau Braz, Lindóia, Curitiba, Paraná, Região Sul, 81010-001, Brasil",,secondary,700028158,
2025,03/10/2025,Lombada física,Implantação,Concluído,RUA LEOCÁDIO ROBISON DE LIMA DAMAZIO,ALTO BOQUEIRAO,Unidade Regional Boqueirao,Telefone,251246,"RUA LEOCÁDIO ROBISON DE LIMA DAMAZIO, ALTO BOQUEIRAO, Curitiba, PR, Brasil",strong,-25.5325528,-49.2427946,"Rua Leocádio Robison de Lima Damázio, Alto Boqueirão, Curitiba, Paraná, Região Sul, 81850-000, Brasil",,residential,161220119,
2025,22/03/2025,Coleta,Resíduos vegetais de jardim,Concluído,João Batista Dallarmi,SANTO INACIO,Unidade Regional Santa Felicidade,Portal,270403,"João Batista Dallarmi, SANTO INACIO, Curitiba, PR, Brasil",strong,-25.4217742,-49.3310864,"Rua João Batista Dallarmi, Santa Felicidade, Curitiba, Paraná, Região Sul, 82010-550, Brasil",,tertiary,162999245,
2025,15/12/2025,Árvore,Poda de manutenção em árvores,Aberto,João Stenzowski,NOVO MUNDO,Unidade Regional Pinheirinho,Portal,276304,"João Stenzowski, NOVO MUNDO, Curitiba, PR, Brasil",strong,-25.4852809,-49.2862576,"Rua João Stenzowski, Novo Mundo, Curitiba, Paraná, Região Sul, 81030-410, Brasil",,residential,126301940,
2025,23/04/2025,Fiscalização de obras,Alvará de construção,Aberto,Rua Augusto de Mari,PORTAO,Unidade Regional Portao,Mobile,292211,"Rua Augusto de Mari, PORTAO, Curitiba, PR, Brasil",strong,-25.4687097,-49.2790975,"Rua Augusto de Mari, Guaíra, Curitiba, Paraná, Região Sul, 80630-000, Brasil",,residential,48310682,
2025,23/02/2025,Trânsito,Fiscalização de estacionamento irregular,Concluído,RUA VIEIRA DOS SANTOS,CENTRO CIVICO,Unidade Regional Matriz,Telefone,302852,"RUA VIEIRA DOS SANTOS, CENTRO CIVICO, Curitiba, PR, Brasil",strong,-25.4084816,-49.2687393,"Rua Vieira dos Santos, Centro Cívico, Curitiba, Paraná, Região Sul, 80530-910, Brasil",,residential,86087483,
2025,18/12/2025,Coleta,Resíduos vegetais de jardim,Aberto,RUA TENENTE MIGUEL A R CUBAS,CAPAO RASO,Unidade Regional Pinheirinho,Mobile,323437,"RUA TENENTE MIGUEL A R CUBAS, CAPAO RASO, Curitiba, PR, Brasil",medium,-25.504632,-49.2985781,"Capão Raso, Curitiba, Paraná, Região Sul, Brasil",,administrative,6236786,fallback_bairro_apos_rua_sem_resultado_em_bbox
2025,09/07/2025,Coleta,Resíduos vegetais de jardim,Concluído,RUA JULIÃO GUIÃO QUEIROLO,NOVO MUNDO,Unidade Regional Pinheirinho,Telefone,344950,"RUA JULIÃO GUIÃO QUEIROLO, NOVO MUNDO, Curitiba, PR, Brasil",strong,-25.4865091,-49.3068053,"Rua Julião Guião Queirolo - Russo, Vila Uberlândia, Novo Mundo, Curitiba, Paraná, Região Sul, 81050-424, Brasil",,residential,598198591,
2025,18/08/2025,Coleta,Caliças até 5 carrinhos de mão,Concluído,Rua Manoel Padilha de Lima,AHU,Unidade Regional Matriz,Telefone,355105,"Rua Manoel Padilha de Lima, AHU, Curitiba, PR, Brasil",strong,-25.3961337,-49.2596312,"Rua Manoel Padilha de Lima, Ahú, Curitiba, Paraná, Região Sul, 82200-310, Brasil",,residential,150299037,
2025,01/04/2025,Coleta,Resíduos vegetais de jardim,Concluído,RUA DO HERVAL,CRISTO REI,Unidade Regional Matriz,Mobile,355397,"RUA DO HERVAL, CRISTO REI, Curitiba, PR, Brasil",strong,-25.4328205,-49.2471688,"Rua do Herval, Cristo Rei, Curitiba, Paraná, Região Sul, 80050-152, Brasil",,residential,24879772,
2025,17/07/2025,Animais,Maus tratos - Animais domésticos,Concluído,RUA ODILON SANTANA GOMES,PILARZINHO,Unidade Regional Boa Vista,Telefone,359353,"RUA ODILON SANTANA GOMES, PILARZINHO, Curitiba, PR, Brasil",strong,-25.3873858,-49.2857986,"Rua Odilon Santana Gomes, Pilarzinho, Curitiba, Paraná, Região Sul, 82110-350, Brasil",,residential,150296408,
2025,29/01/2025,Lombada física,Implantação,Concluído,RUA FRANCISCO DEROSSO,XAXIM,Unidade Regional Boqueirao,Telefone,367934,"RUA FRANCISCO DEROSSO, XAXIM, Curitiba, PR, Brasil",strong,-25.4964202,-49.2741017,"Rua Francisco Derosso, Xaxim, Curitiba, Paraná, Região Sul, 81810-440, Brasil",,secondary,195718580,
2025,30/01/2025,Trânsito,Fiscalização de estacionamento irregular,Concluído,Rua Cândido Lopes,CENTRO,Unidade Regional Matriz,Mobile,371078,"Rua Cândido Lopes, CENTRO, Curitiba, PR, Brasil",strong,-25.4324051,-49.2759272,"Rua Cândido Lopes, Centro, Curitiba, Paraná, Região Sul, 80410-201, Brasil",,residential,291750963,
2025,27/09/2025,Coleta,Resíduos vegetais de jardim,Concluído,RUA SERTANEJA,SITIO CERCADO,Unidade Regional Bairro Novo,Telefone,386039,"RUA SERTANEJA, SITIO CERCADO, Curitiba, PR, Brasil",strong,-25.5397979,-49.2837532,"Rua Sertaneja, Sítio Cercado, Curitiba, Paraná, Região Sul, 81880-320, Brasil",,residential,129015272,
2025,03/05/2025,Sinalização horizontal,Repintura,Concluído,TRAVESSA MONTEIRO LOBATO,CENTRO,Unidade Regional Matriz,Telefone,393655,"TRAVESSA MONTEIRO LOBATO, CENTRO, Curitiba, PR, Brasil",strong,-25.4307616,-49.2829061,"Travessa Monteiro Lobato, Centro, Curitiba, Paraná, Região Sul, 80410-140, Brasil",,residential,163508306,
2025,03/05/2025,Trânsito,Fiscalização de estacionamento irregular,Concluído,TRAVESSA MONTEIRO LOBATO,CENTRO,Unidade Regional Matriz,Telefone,393655,"TRAVESSA MONTEIRO LOBATO, CENTRO, Curitiba, PR, Brasil",strong,-25.4307616,-49.2829061,"Travessa Monteiro Lobato, Centro, Curitiba, Paraná, Região Sul, 80410-140, Brasil",,residential,163508306,
2025,07/04/2025,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Desembargador Augusto Guimarães Cortês,CAMPINA DO SIQUEIRA,Unidade Regional Santa Felicidade,Mobile,412790,"Rua Desembargador Augusto Guimarães Cortês, CAMPINA DO SIQUEIRA, Curitiba, PR, Brasil",strong,-25.4347837,-49.3134812,"Rua Desembargador Augusto Guimarães Côrtes, Campina do Siqueira, Curitiba, Paraná, Região Sul, 80740-050, Brasil",,residential,385090772,
2025,07/04/2025,Árvore,Remoção de tocos / destoca,Concluído,Rua Desembargador Augusto Guimarães Cortês,CAMPINA DO SIQUEIRA,Unidade Regional Santa Felicidade,Mobile,412790,"Rua Desembargador Augusto Guimarães Cortês, CAMPINA DO SIQUEIRA, Curitiba, PR, Brasil",strong,-25.4347837,-49.3134812,"Rua Desembargador Augusto Guimarães Côrtes, Campina do Siqueira, Curitiba, Paraná, Região Sul, 80740-050, Brasil",,residential,385090772,
2025,02/11/2025,Praças,Manutenção,Concluído,Presidente Eisenhower,JARDIM SOCIAL,Unidade Regional Matriz,Portal,421292,"Presidente Eisenhower, JARDIM SOCIAL, Curitiba, PR, Brasil",medium,-25.414689,-49.2397256,"Praça Presidente Eisenhower, 60, Jardim Social, Curitiba, Paraná, Região Sul, Brasil",,park,360741734,
2025,05/09/2025,Coleta,Caliças até 5 carrinhos de mão,Concluído,Rua Abrão Jak Duck,XAXIM,Unidade Regional Boqueirao,Mobile,469820,"Rua Abrão Jak Duck, XAXIM, Curitiba, PR, Brasil",medium,-25.5008748,-49.2678646,"Xaxim, Curitiba, Paraná, Região Sul, 81710-210, Brasil",,suburb,3012156958,fallback_bairro_apos_rua_sem_resultado_em_bbox
2025,30/12/2025,Coleta,Entulhos diversos (pequena quantidade),Aberto,Rua Coronel Francisco de Paula Moura Brito,BACACHERI,Unidade Regional Boa Vista,Mobile,476404,"Rua Coronel Francisco de Paula Moura Brito, BACACHERI, Curitiba, PR, Brasil",medium,-25.3968497,-49.2344563,"Bacacheri, Curitiba, Paraná, Região Sul, Brasil",,administrative,6231364,fallback_bairro_apos_rua_sem_resultado_em_bbox
2025,30/12/2025,Árvore,Poda de manutenção em árvores,Aberto,Rua Coronel Francisco de Paula Moura Brito,BACACHERI,Unidade Regional Boa Vista,Mobile,476404,"Rua Coronel Francisco de Paula Moura Brito, BACACHERI, Curitiba, PR, Brasil",medium,-25.3968497,-49.2344563,"Bacacheri, Curitiba, Paraná, Região Sul, Brasil",,administrative,6231364,fallback_bairro_apos_rua_sem_resultado_em_bbox
2025,02/06/2025,Coleta,Resíduos vegetais de jardim,Concluído,RUA ERNESTO GUARIZA,JARDIM DAS AMERICAS,Unidade Regional Cajuru,Mobile,489922,"RUA ERNESTO GUARIZA, JARDIM DAS AMERICAS, Curitiba, PR, Brasil",strong,-25.459569,-49.2375535,"Rua Ernesto Guariza, Jardim das Américas, Curitiba, Paraná, Região Sul, 81520-000, Brasil",,residential,125381897,
2025,01/07/2025,Coleta,Caliças até 5 carrinhos de mão,Concluído,Rua da Trindade,CAJURU,Unidade Regional Cajuru,Mobile,495121,"Rua da Trindade, CAJURU, Curitiba, PR, Brasil",strong,-25.451848,-49.2036852,"Rua da Trindade, Cajuru, Curitiba, Paraná, Região Sul, 82930-240, Brasil",,secondary,33019287,
2026,29/05/2026,Coleta,Entulhos diversos (pequena quantidade),Concluído,Rua Luiz França,CAJURU,Unidade Regional Cajuru,Telefone,11855,"Rua Luiz França, CAJURU, Curitiba, PR, Brasil",strong,-25.4592361,-49.2160785,"Rua Luiz França, Cajuru, Curitiba, Paraná, Região Sul, 82940-280, Brasil",,secondary,317975012,
2026,21/07/2026,Coleta,Resíduos vegetais de jardim,Aberto,Rua do Camacuan,UBERABA,Unidade Regional Cajuru,App 156,23445,"Rua do Camacuan, UBERABA, Curitiba, PR, Brasil",strong,-25.481599,-49.2053592,"Rua do Camacuam, Uberaba, Curitiba, Paraná, Região Sul, 81590-250, Brasil",,residential,33020861,
2026,26/01/2026,Cartão transporte,Geral,Concluído,General Teodorico Guimarães,FANNY,Unidade Regional Pinheirinho,Portal,64378,"General Teodorico Guimarães, FANNY, Curitiba, PR, Brasil",strong,-25.4767574,-49.2640461,"Rua General Teodorico Guimarães, Fanny, Curitiba, Paraná, Região Sul, 80630-280, Brasil",,residential,126271632,
2026,02/06/2026,Trânsito,Fiscalização de estacionamento irregular,Concluído,Rua Visconde de Nácar,CENTRO,Unidade Regional Matriz,App 156,66780,"Rua Visconde de Nácar, CENTRO, Curitiba, PR, Brasil",strong,-25.4361328,-49.2749104,"Rua Visconde de Nacar, Centro, Curitiba, Paraná, Região Sul, 80010-030, Brasil",,tertiary,125542069,
2026,02/06/2026,Trânsito,Fiscalização de estacionamento irregular,Concluído,Rua Visconde de Nácar,CENTRO,Unidade Regional Matriz,App 156,66780,"Rua Visconde de Nácar, CENTRO, Curitiba, PR, Brasil",strong,-25.4361328,-49.2749104,"Rua Visconde de Nacar, Centro, Curitiba, Paraná, Região Sul, 80010-030, Brasil",,tertiary,125542069,
2026,02/02/2026,Trânsito,Fiscalização de estacionamento irregular,Concluído,Rua Solimões,MERCES,Unidade Regional Matriz,Telefone,86964,"Rua Solimões, MERCES, Curitiba, PR, Brasil",strong,-25.4185963,-49.2846146,"Rua Solimões, Mercês, Curitiba, Paraná, Região Sul, 80510-340, Brasil",,residential,32943940,
2026,16/05/2026,Disque Solidariedade,Doações,Concluído,Rua João Winter,XAXIM,Unidade Regional Boqueirao,App 156,91640,"Rua João Winter, XAXIM, Curitiba, PR, Brasil",strong,-25.518208,-49.2568672,"Rua João Winter, Xaxim, Curitiba, Paraná, Região Sul, 81830-285, Brasil",,residential,164769213,
2026,04/02/2026,Fiscalização de obras,Alvará de construção,Aberto,Presidente Affonso Camargo,JARDIM BOTANICO,Unidade Regional Matriz,Portal,94172,"Presidente Affonso Camargo, JARDIM BOTANICO, Curitiba, PR, Brasil",strong,-25.4358082,-49.2571375,"Avenida Presidente Affonso Camargo, Jardim Botânico, Curitiba, Paraná, Região Sul, 80060-090, Brasil",,primary,195556937,
2026,23/06/2026,Coleta,Resíduos vegetais de jardim,Aberto,Rua Rio Araguari,BAIRRO ALTO,Unidade Regional Boa Vista,Telefone,108659,"Rua Rio Araguari, BAIRRO ALTO, Curitiba, PR, Brasil",strong,-25.4107044,-49.1981321,"Rua Rio Araguari, Bairro Alto, Curitiba, Paraná, Região Sul, 82820-300, Brasil",,residential,1084903990,
