cluster_id,n_pixels,row_centroid,col_centroid,consensus_basis,index_votes_mean,b08_after_mean,b11_after_mean,b08_before_mean,b11_before_mean,adjudicated,easting,northing,lon,lat
S2WC_02519,21,1795.71,1280.14,NDWI_MNDWI_AWEI,2.905,0.1381,0.1089,0.2749,0.1472,false,-43.11,-22.48,-43.111402,-22.479621
S2WC_02651,21,1853.57,1281.62,NDWI_MNDWI_AWEI,2.857,0.1228,0.1073,0.4063,0.1864,false,-43.11,-22.49,-43.111243,-22.485407
S2WC_03389,21,2106.24,861.1,NDWI_MNDWI_AWEI,2.19,0.0975,0.0952,0.2377,0.2338,false,-43.16,-22.51,-43.156754,-22.510674
S2WC_03723,21,2214.0,1483.33,NDWI_MNDWI_AWEI,2.571,0.1152,0.088,0.3431,0.1906,false,-43.09,-22.52,-43.089412,-22.52145
S2WC_00662,20,819.1,904.55,NDWI_MNDWI_AWEI,3.0,0.1376,0.0601,0.3016,0.1382,false,-43.15,-22.38,-43.152051,-22.38196
S2WC_00721,20,857.8,1574.45,NDWI_MNDWI_AWEI,2.95,0.1336,0.1114,0.2997,0.2231,false,-43.08,-22.39,-43.079551,-22.38583
S2WC_00756,20,890.2,1528.65,NDWI_MNDWI_AWEI,3.0,0.1344,0.0946,0.2928,0.2022,false,-43.08,-22.39,-43.084508,-22.38907
S2WC_00886,20,979.2,899.05,NDWI_MNDWI_AWEI,2.4,0.1351,0.0859,0.2596,0.1088,false,-43.15,-22.4,-43.152646,-22.39797
S2WC_01350,20,1240.45,1518.25,NDWI_MNDWI_AWEI,3.0,0.1445,0.0728,0.3528,0.181,false,-43.09,-22.42,-43.085633,-22.424095
S2WC_01607,20,1388.25,589.45,NDWI_MNDWI_AWEI,2.75,0.1213,0.1,0.2553,0.1651,false,-43.19,-22.44,-43.186153,-22.438875
S2WC_01821,20,1463.25,432.25,NDWI_MNDWI_AWEI,2.0,0.127,0.0587,0.3285,0.1532,false,-43.2,-22.45,-43.203166,-22.446375
S2WC_02097,20,1574.3,481.7,NDWI_MNDWI_AWEI,2.65,0.1024,0.1408,0.209,0.3177,false,-43.2,-22.46,-43.197814,-22.45748
S2WC_02238,20,1663.95,1077.4,NDWI_MNDWI_AWEI,3.0,0.1403,0.0867,0.3678,0.1777,false,-43.13,-22.47,-43.133344,-22.466445
S2WC_02433,20,1751.15,144.75,NDWI_MNDWI_AWEI,2.55,0.1144,0.0583,0.2865,0.1525,false,-43.23,-22.48,-43.23428,-22.475165
S2WC_02467,20,1768.7,1207.65,NDWI_MNDWI_AWEI,2.55,0.1211,0.0911,0.4368,0.26,false,-43.12,-22.48,-43.119248,-22.47692
S2WC_02591,20,1830.3,493.65,NDWI_MNDWI_AWEI,3.0,0.1355,0.0675,0.3275,0.1545,false,-43.2,-22.48,-43.196521,-22.48308
S2WC_02599,20,1834.2,1116.05,NDWI_MNDWI_AWEI,2.5,0.1249,0.0752,0.4537,0.2724,false,-43.13,-22.48,-43.129161,-22.48347
S2WC_02723,20,1893.55,278.45,NDWI_MNDWI_AWEI,2.65,0.1305,0.1027,0.3329,0.183,false,-43.22,-22.49,-43.219811,-22.489405
S2WC_02859,20,1947.65,1556.55,NDWI_MNDWI_AWEI,3.0,0.1358,0.0655,0.3478,0.1448,false,-43.08,-22.49,-43.081488,-22.494815
S2WC_03790,20,2241.3,1452.65,NDWI_MNDWI_AWEI,2.9,0.1243,0.0578,0.4262,0.202,false,-43.09,-22.52,-43.092733,-22.52418
