cluster_id,n_pixels,row_centroid,col_centroid,consensus_basis,index_votes_mean,b08_after_mean,b11_after_mean,b08_before_mean,b11_before_mean,adjudicated,easting,northing,lon,lat
S2WC_05144,41,2175.07,1639.41,NDWI_MNDWI_AWEI,2.902,0.1293,0.0953,0.327,0.1584,false,-43.07,-22.52,-43.07252,-22.517557
S2WC_05172,41,2180.59,85.41,NDWI_MNDWI_AWEI,2.39,0.1168,0.0644,0.3206,0.1728,false,-43.24,-22.52,-43.240702,-22.518109
S2WC_05739,41,2303.29,672.0,NDWI_MNDWI_AWEI,2.39,0.0856,0.0773,0.2428,0.2707,false,-43.18,-22.53,-43.177219,-22.530379
S2WC_01994,40,840.48,1785.2,NDWI_MNDWI_AWEI,2.525,0.123,0.0683,0.3405,0.1976,false,-43.06,-22.38,-43.056742,-22.384097
S2WC_01854,39,754.87,1756.33,NDWI_MNDWI_AWEI,2.564,0.1281,0.1099,0.2374,0.2524,false,-43.06,-22.38,-43.059867,-22.375537
S2WC_02743,39,1173.79,1832.72,NDWI_MNDWI_AWEI,2.103,0.1007,0.0465,0.4165,0.2031,false,-43.05,-22.42,-43.0516,-22.417429
S2WC_04945,39,2126.18,20.92,NDWI_MNDWI_AWEI,2.282,0.1214,0.0645,0.345,0.1931,false,-43.25,-22.51,-43.247681,-22.512668
S2WC_05226,39,2186.05,1655.69,NDWI_MNDWI_AWEI,2.821,0.13,0.0931,0.3881,0.1937,false,-43.07,-22.52,-43.070758,-22.518655
S2WC_05355,39,2207.77,1201.44,NDWI_MNDWI_AWEI,2.692,0.1156,0.0813,0.311,0.1803,false,-43.12,-22.52,-43.11992,-22.520827
S2WC_06058,39,2368.54,1115.49,NDWI_MNDWI_AWEI,2.564,0.1097,0.0727,0.3906,0.2294,false,-43.13,-22.54,-43.129222,-22.536904
S2WC_03675,38,1591.16,1614.16,NDWI_MNDWI_AWEI,2.658,0.1233,0.0641,0.2938,0.1441,false,-43.08,-22.46,-43.075253,-22.459166
S2WC_03021,37,1289.24,1055.46,NDWI_MNDWI_AWEI,2.432,0.0784,0.0513,0.3064,0.1575,false,-43.14,-22.43,-43.135719,-22.428974
S2WC_04991,37,2140.38,1226.51,NDWI_MNDWI_AWEI,2.838,0.1354,0.0829,0.3371,0.171,false,-43.12,-22.51,-43.117206,-22.514088
S2WC_05529,37,2262.43,814.43,NDWI_MNDWI_AWEI,2.595,0.1099,0.1318,0.2189,0.2351,false,-43.16,-22.53,-43.161804,-22.526293
S2WC_01359,36,503.72,526.36,NDWI_MNDWI_AWEI,2.639,0.1248,0.1119,0.3095,0.2069,false,-43.19,-22.35,-43.19298,-22.350422
S2WC_03036,36,1289.81,1160.72,NDWI_MNDWI_AWEI,2.556,0.1262,0.0682,0.3221,0.1958,false,-43.12,-22.43,-43.124327,-22.429031
S2WC_03633,36,1579.69,1600.22,NDWI_MNDWI_AWEI,2.389,0.1296,0.0898,0.24,0.1506,false,-43.08,-22.46,-43.076762,-22.458019
S2WC_04420,36,1888.58,1513.36,NDWI_MNDWI_AWEI,2.583,0.1275,0.103,0.2246,0.2105,false,-43.09,-22.49,-43.086162,-22.488908
S2WC_04468,36,1935.25,1717.44,NDWI_MNDWI_AWEI,2.944,0.1366,0.1303,0.1826,0.2219,false,-43.06,-22.49,-43.064075,-22.493575
S2WC_04497,36,1987.89,1413.78,NDWI_MNDWI_AWEI,2.333,0.1267,0.0575,0.3339,0.1564,false,-43.1,-22.5,-43.09694,-22.498839
S2WC_04805,36,2092.25,1209.42,NDWI_MNDWI_AWEI,2.639,0.1232,0.0823,0.3045,0.1374,false,-43.12,-22.51,-43.119057,-22.509275
S2WC_05191,36,2181.94,1589.83,NDWI_MNDWI_AWEI,2.889,0.1272,0.1104,0.3815,0.1851,false,-43.08,-22.52,-43.077886,-22.518244
S2WC_02513,35,1062.03,1732.89,NDWI_MNDWI_AWEI,2.829,0.1338,0.0757,0.3773,0.1892,false,-43.06,-22.41,-43.062404,-22.406253
S2WC_03213,35,1355.34,447.23,NDWI_MNDWI_AWEI,2.0,0.0604,0.1226,0.2482,0.2067,false,-43.2,-22.44,-43.201545,-22.435584
S2WC_03854,35,1646.2,1230.97,NDWI_MNDWI_AWEI,2.4,0.1085,0.0734,0.2789,0.2079,false,-43.12,-22.46,-43.116724,-22.46467
S2WC_04653,35,2050.74,1815.17,NDWI_MNDWI_AWEI,2.686,0.1283,0.0684,0.2865,0.1466,false,-43.05,-22.51,-43.053499,-22.505124
S2WC_06026,35,2355.74,582.09,NDWI_MNDWI_AWEI,2.257,0.1216,0.0608,0.4389,0.2064,false,-43.19,-22.54,-43.18695,-22.535624
S2WC_03240,34,1370.41,1448.03,NDWI_MNDWI_AWEI,2.059,0.0448,0.0518,0.213,0.3688,false,-43.09,-22.44,-43.093233,-22.437091
S2WC_03532,34,1539.94,488.24,NDWI_MNDWI_AWEI,2.647,0.1243,0.0809,0.3434,0.2003,false,-43.2,-22.45,-43.197107,-22.454044
S2WC_04114,34,1715.97,1672.38,NDWI_MNDWI_AWEI,2.735,0.1033,0.0557,0.4532,0.2086,false,-43.07,-22.47,-43.068952,-22.471647
S2WC_04851,34,2104.44,1714.82,NDWI_MNDWI_AWEI,3.0,0.1283,0.0863,0.3645,0.1851,false,-43.06,-22.51,-43.064359,-22.510494
S2WC_05189,34,2180.82,1148.24,NDWI_MNDWI_AWEI,2.147,0.0995,0.0608,0.2906,0.2426,false,-43.13,-22.52,-43.125678,-22.518132
S2WC_05318,34,2200.18,1287.62,NDWI_MNDWI_AWEI,2.5,0.1093,0.0711,0.3137,0.1378,false,-43.11,-22.52,-43.110593,-22.520068
S2WC_06302,34,2404.47,139.15,NDWI_MNDWI_AWEI,2.794,0.1181,0.0756,0.3151,0.1532,false,-43.23,-22.54,-43.234887,-22.540497
S2WC_06521,34,2478.26,656.74,NDWI_MNDWI_AWEI,2.059,0.1219,0.0578,0.3376,0.1877,false,-43.18,-22.55,-43.178871,-22.547876
S2WC_06555,34,2490.18,195.18,NDWI_MNDWI_AWEI,2.706,0.13,0.0895,0.3596,0.183,false,-43.23,-22.55,-43.228823,-22.549068
S2WC_01368,33,506.0,1305.15,NDWI_MNDWI_AWEI,2.091,0.0366,0.0367,0.4438,0.2396,false,-43.11,-22.35,-43.108696,-22.35065
S2WC_03017,33,1283.24,1387.85,NDWI_MNDWI_AWEI,2.545,0.1246,0.0712,0.3266,0.1637,false,-43.1,-22.43,-43.099746,-22.428374
S2WC_03163,33,1335.88,413.91,NDWI_MNDWI_AWEI,2.0,0.0845,0.129,0.2819,0.2264,false,-43.21,-22.43,-43.205151,-22.433638
S2WC_00277,32,76.62,132.78,NDWI_MNDWI_AWEI,2.5,0.116,0.0589,0.3984,0.2154,false,-43.24,-22.31,-43.235576,-22.307713
S2WC_02510,32,1060.44,1805.09,NDWI_MNDWI_AWEI,2.25,0.136,0.1048,0.2613,0.2527,false,-43.05,-22.41,-43.054589,-22.406094
S2WC_02823,32,1213.53,1089.16,NDWI_MNDWI_AWEI,2.781,0.0907,0.0957,0.2251,0.1511,false,-43.13,-22.42,-43.132072,-22.421403
S2WC_03923,32,1665.12,598.16,NDWI_MNDWI_AWEI,2.281,0.1228,0.0988,0.5305,0.3109,false,-43.19,-22.47,-43.18521,-22.466563
S2WC_06180,32,2381.69,90.47,NDWI_MNDWI_AWEI,2.75,0.1231,0.0784,0.3384,0.1744,false,-43.24,-22.54,-43.240155,-22.538219
S2WC_00150,31,45.52,123.97,NDWI_MNDWI_AWEI,2.581,0.1162,0.1007,0.346,0.2342,false,-43.24,-22.3,-43.236529,-22.304602
S2WC_01281,31,459.52,1268.71,NDWI_MNDWI_AWEI,2.516,0.1153,0.0723,0.3175,0.2083,false,-43.11,-22.35,-43.11264,-22.346002
S2WC_00465,30,107.47,1578.83,NDWI_MNDWI_AWEI,2.433,0.1223,0.1262,0.1009,0.1857,false,-43.08,-22.31,-43.079076,-22.310797
S2WC_00736,30,204.47,337.6,NDWI_MNDWI_AWEI,2.633,0.1183,0.1053,0.3912,0.2438,false,-43.21,-22.32,-43.213409,-22.320497
S2WC_01070,30,311.4,468.9,NDWI_MNDWI_AWEI,2.8,0.1371,0.0772,0.362,0.181,false,-43.2,-22.33,-43.199199,-22.33119
S2WC_02148,30,904.37,1672.97,NDWI_MNDWI_AWEI,2.8,0.1315,0.0744,0.3293,0.1708,false,-43.07,-22.39,-43.068889,-22.390487
S2WC_04100,30,1706.83,1767.53,NDWI_MNDWI_AWEI,2.9,0.1168,0.1023,0.2954,0.2043,false,-43.06,-22.47,-43.058654,-22.470733
S2WC_04891,30,2109.27,1101.6,NDWI_MNDWI_AWEI,2.0,0.0963,0.0647,0.2803,0.2606,false,-43.13,-22.51,-43.130725,-22.510977
S2WC_06129,30,2373.73,1207.13,NDWI_MNDWI_AWEI,2.0,0.1098,0.0503,0.2814,0.1583,false,-43.12,-22.54,-43.119304,-22.537423
S2WC_00119,29,35.76,848.0,NDWI_MNDWI_AWEI,2.483,0.1328,0.0834,0.4444,0.2173,false,-43.16,-22.3,-43.158171,-22.303626
S2WC_01233,29,423.31,436.31,NDWI_MNDWI_AWEI,2.897,0.1232,0.0742,0.323,0.1873,false,-43.2,-22.34,-43.202726,-22.342381
S2WC_01997,29,842.45,1755.24,NDWI_MNDWI_AWEI,2.759,0.1261,0.0734,0.3439,0.197,false,-43.06,-22.38,-43.059985,-22.384295
S2WC_04422,29,1894.79,904.83,NDWI_MNDWI_AWEI,2.897,0.1143,0.1211,0.2442,0.1735,false,-43.15,-22.49,-43.152021,-22.489529
S2WC_04457,29,1920.52,1693.21,NDWI_MNDWI_AWEI,3.0,0.1336,0.1243,0.2083,0.2143,false,-43.07,-22.49,-43.066698,-22.492102
S2WC_05230,29,2189.28,1309.21,NDWI_MNDWI_AWEI,2.034,0.0668,0.03,0.3084,0.1416,false,-43.11,-22.52,-43.108257,-22.518978
S2WC_05654,29,2282.34,1313.24,NDWI_MNDWI_AWEI,2.483,0.1378,0.0661,0.2972,0.1324,false,-43.11,-22.53,-43.10782,-22.528284
S2WC_05991,29,2346.62,583.97,NDWI_MNDWI_AWEI,2.207,0.1155,0.0643,0.3472,0.2195,false,-43.19,-22.53,-43.186746,-22.534712
S2WC_06155,29,2377.69,118.86,NDWI_MNDWI_AWEI,2.759,0.12,0.0774,0.3395,0.1626,false,-43.24,-22.54,-43.237082,-22.537819
S2WC_00677,28,171.68,185.07,NDWI_MNDWI_AWEI,2.0,0.1171,0.0564,0.4097,0.2161,false,-43.23,-22.32,-43.229917,-22.317218
S2WC_03790,28,1624.32,484.04,NDWI_MNDWI_AWEI,2.464,0.1322,0.0812,0.2726,0.182,false,-43.2,-22.46,-43.197561,-22.462482
S2WC_04615,28,2038.36,1575.57,NDWI_MNDWI_AWEI,2.5,0.1289,0.1109,0.3051,0.1488,false,-43.08,-22.5,-43.079429,-22.503886
S2WC_04649,28,2051.21,1708.32,NDWI_MNDWI_AWEI,2.964,0.1254,0.1152,0.2709,0.1411,false,-43.07,-22.51,-43.065063,-22.505171
S2WC_04822,28,2095.57,1089.68,NDWI_MNDWI_AWEI,2.786,0.0397,0.0241,0.2714,0.1822,false,-43.13,-22.51,-43.132015,-22.509607
S2WC_04914,28,2115.68,1091.32,NDWI_MNDWI_AWEI,2.0,0.0701,0.0622,0.4723,0.214,false,-43.13,-22.51,-43.131838,-22.511618
S2WC_05673,28,2287.57,1638.93,NDWI_MNDWI_AWEI,2.679,0.1221,0.0914,0.3193,0.1478,false,-43.07,-22.53,-43.072573,-22.528807
S2WC_06544,28,2480.86,1173.04,NDWI_MNDWI_AWEI,2.857,0.1247,0.0957,0.3527,0.2054,false,-43.12,-22.55,-43.122994,-22.548136
S2WC_06557,28,2486.25,651.82,NDWI_MNDWI_AWEI,2.107,0.1098,0.0541,0.327,0.193,false,-43.18,-22.55,-43.179402,-22.548675
S2WC_00173,27,56.52,172.22,NDWI_MNDWI_AWEI,2.185,0.1225,0.067,0.3156,0.191,false,-43.23,-22.31,-43.231307,-22.305702
S2WC_02773,27,1181.07,1420.7,NDWI_MNDWI_AWEI,2.778,0.1336,0.0846,0.374,0.24,false,-43.1,-22.42,-43.09619,-22.418157
S2WC_03867,27,1650.52,1111.96,NDWI_MNDWI_AWEI,2.815,0.0911,0.0564,0.3842,0.1883,false,-43.13,-22.47,-43.129604,-22.465102
S2WC_04986,27,2140.41,49.11,NDWI_MNDWI_AWEI,2.556,0.0458,0.0308,0.3213,0.1647,false,-43.24,-22.51,-43.244631,-22.514091
S2WC_06227,27,2388.0,659.63,NDWI_MNDWI_AWEI,2.333,0.1252,0.0638,0.3188,0.1856,false,-43.18,-22.54,-43.178557,-22.53885
S2WC_00219,26,64.38,846.73,NDWI_MNDWI_AWEI,2.846,0.1217,0.0656,0.43,0.2241,false,-43.16,-22.31,-43.158308,-22.306488
S2WC_00346,26,86.0,163.31,NDWI_MNDWI_AWEI,2.038,0.0946,0.0657,0.3111,0.3251,false,-43.23,-22.31,-43.232272,-22.30865
S2WC_00899,26,252.65,385.38,NDWI_MNDWI_AWEI,2.423,0.1182,0.0543,0.3721,0.1697,false,-43.21,-22.33,-43.208238,-22.325315
S2WC_01016,26,293.08,1686.08,NDWI_MNDWI_AWEI,2.038,0.1359,0.1102,0.2426,0.3122,false,-43.07,-22.33,-43.06747,-22.329358
S2WC_01520,26,567.58,108.92,NDWI_MNDWI_AWEI,2.654,0.0324,0.0346,0.2193,0.2057,false,-43.24,-22.36,-43.238158,-22.356808
S2WC_01952,26,817.54,1621.42,NDWI_MNDWI_AWEI,2.077,0.1106,0.0761,0.3251,0.2806,false,-43.07,-22.38,-43.074467,-22.381804
S2WC_02359,26,991.81,177.58,NDWI_MNDWI_AWEI,2.692,0.1204,0.0797,0.3023,0.1717,false,-43.23,-22.4,-43.230728,-22.399231
S2WC_03801,26,1629.85,1103.12,NDWI_MNDWI_AWEI,2.615,0.1289,0.0592,0.279,0.1391,false,-43.13,-22.46,-43.130561,-22.463035
S2WC_04598,26,2031.31,1065.31,NDWI_MNDWI_AWEI,2.615,0.1213,0.0941,0.3558,0.251,false,-43.13,-22.5,-43.134653,-22.503181
S2WC_04876,26,2109.54,31.92,NDWI_MNDWI_AWEI,2.385,0.0843,0.0462,0.2899,0.1568,false,-43.25,-22.51,-43.246491,-22.511004
S2WC_05081,26,2165.42,51.08,NDWI_MNDWI_AWEI,2.577,0.0693,0.0389,0.3173,0.1708,false,-43.24,-22.52,-43.244418,-22.516592
S2WC_05584,26,2272.15,1192.88,NDWI_MNDWI_AWEI,2.654,0.1378,0.0884,0.2586,0.1512,false,-43.12,-22.53,-43.120846,-22.527265
S2WC_05752,26,2305.81,648.62,NDWI_MNDWI_AWEI,2.269,0.1226,0.1252,0.1946,0.2767,false,-43.18,-22.53,-43.179749,-22.530631
S2WC_05862,26,2319.19,683.0,NDWI_MNDWI_AWEI,2.423,0.0825,0.0782,0.2216,0.2381,false,-43.18,-22.53,-43.176028,-22.531969
S2WC_06248,26,2393.08,671.62,NDWI_MNDWI_AWEI,2.308,0.1266,0.0696,0.3244,0.2067,false,-43.18,-22.54,-43.17726,-22.539358
S2WC_00484,25,111.68,126.52,NDWI_MNDWI_AWEI,2.12,0.0951,0.0453,0.2727,0.1606,false,-43.24,-22.31,-43.236253,-22.311218
S2WC_01905,25,782.84,1674.12,NDWI_MNDWI_AWEI,2.16,0.1316,0.078,0.3163,0.291,false,-43.07,-22.38,-43.068764,-22.378334
S2WC_02187,25,922.04,1805.24,NDWI_MNDWI_AWEI,2.0,0.1099,0.0804,0.2791,0.3086,false,-43.05,-22.39,-43.054574,-22.392254
S2WC_03308,25,1389.92,1416.16,NDWI_MNDWI_AWEI,2.32,0.1027,0.078,0.3156,0.2852,false,-43.1,-22.44,-43.096682,-22.439042
S2WC_04778,25,2083.08,1132.84,NDWI_MNDWI_AWEI,2.72,0.0531,0.0463,0.263,0.221,false,-43.13,-22.51,-43.127344,-22.508358
S2WC_04998,25,2140.8,1667.4,NDWI_MNDWI_AWEI,2.88,0.1303,0.0853,0.3091,0.1683,false,-43.07,-22.51,-43.069491,-22.51413
S2WC_05792,25,2309.2,751.48,NDWI_MNDWI_AWEI,2.32,0.1092,0.0778,0.2719,0.2263,false,-43.17,-22.53,-43.168617,-22.53097
S2WC_06237,25,2393.48,130.92,NDWI_MNDWI_AWEI,2.76,0.1336,0.079,0.302,0.1518,false,-43.24,-22.54,-43.235777,-22.539398
S2WC_06388,25,2434.68,811.0,NDWI_MNDWI_AWEI,2.88,0.1259,0.1073,0.3584,0.1703,false,-43.16,-22.54,-43.162175,-22.543518
S2WC_01363,24,504.54,555.21,NDWI_MNDWI_AWEI,2.292,0.1129,0.1079,0.4081,0.2479,false,-43.19,-22.35,-43.189858,-22.350504
S2WC_02103,24,883.17,1726.33,NDWI_MNDWI_AWEI,2.0,0.1322,0.0895,0.2649,0.2461,false,-43.06,-22.39,-43.063113,-22.388367
S2WC_02304,24,975.42,182.71,NDWI_MNDWI_AWEI,2.375,0.1318,0.1198,0.2543,0.3001,false,-43.23,-22.4,-43.230172,-22.397592
S2WC_05488,24,2246.96,1479.21,NDWI_MNDWI_AWEI,3.0,0.1401,0.1081,0.4531,0.2107,false,-43.09,-22.52,-43.089858,-22.524746
S2WC_05841,24,2314.54,729.21,NDWI_MNDWI_AWEI,2.167,0.1161,0.1079,0.2482,0.2744,false,-43.17,-22.53,-43.171027,-22.531504
S2WC_06320,24,2406.12,83.33,NDWI_MNDWI_AWEI,2.5,0.1306,0.085,0.3273,0.1611,false,-43.24,-22.54,-43.240927,-22.540662
S2WC_06376,24,2430.08,893.08,NDWI_MNDWI_AWEI,2.667,0.1339,0.106,0.3688,0.1967,false,-43.15,-22.54,-43.153292,-22.543058
S2WC_00877,23,249.48,393.22,NDWI_MNDWI_AWEI,2.087,0.1118,0.0683,0.3672,0.2758,false,-43.21,-22.32,-43.20739,-22.324998
S2WC_01483,23,555.0,463.65,NDWI_MNDWI_AWEI,2.0,0.1,0.0877,0.2501,0.2863,false,-43.2,-22.36,-43.199767,-22.35555
S2WC_01900,23,778.57,74.43,NDWI_MNDWI_AWEI,2.0,0.1202,0.12,0.5239,0.283,false,-43.24,-22.38,-43.24189,-22.377907
S2WC_03912,23,1659.61,1106.39,NDWI_MNDWI_AWEI,2.652,0.1297,0.0689,0.3619,0.1739,false,-43.13,-22.47,-43.130207,-22.466011
S2WC_04625,23,2042.13,985.87,NDWI_MNDWI_AWEI,2.913,0.1252,0.0969,0.2557,0.1851,false,-43.14,-22.5,-43.14325,-22.504263
S2WC_04628,23,2041.04,1225.91,NDWI_MNDWI_AWEI,2.565,0.115,0.0626,0.2783,0.1306,false,-43.12,-22.5,-43.117271,-22.504154
S2WC_04689,23,2060.74,1795.96,NDWI_MNDWI_AWEI,2.13,0.1024,0.0521,0.3427,0.1754,false,-43.06,-22.51,-43.055578,-22.506124
S2WC_04921,23,2115.78,1081.17,NDWI_MNDWI_AWEI,2.261,0.0794,0.0668,0.3657,0.2233,false,-43.13,-22.51,-43.132936,-22.511628
S2WC_05297,23,2196.43,1200.0,NDWI_MNDWI_AWEI,2.522,0.125,0.0632,0.3231,0.1751,false,-43.12,-22.52,-43.120076,-22.519693
S2WC_05632,23,2279.0,57.87,NDWI_MNDWI_AWEI,2.739,0.1046,0.0647,0.3346,0.1668,false,-43.24,-22.53,-43.243683,-22.52795
S2WC_05812,23,2312.39,741.52,NDWI_MNDWI_AWEI,2.391,0.0903,0.0932,0.2642,0.2816,false,-43.17,-22.53,-43.169695,-22.531289
S2WC_06048,23,2360.91,962.35,NDWI_MNDWI_AWEI,2.913,0.1391,0.0711,0.3727,0.1758,false,-43.15,-22.54,-43.145796,-22.536141
S2WC_00133,22,40.77,118.77,NDWI_MNDWI_AWEI,2.727,0.1275,0.0718,0.3736,0.2065,false,-43.24,-22.3,-43.237092,-22.304127
S2WC_03044,22,1293.36,833.64,NDWI_MNDWI_AWEI,2.818,0.0547,0.0707,0.2332,0.2013,false,-43.16,-22.43,-43.159726,-22.429386
S2WC_03667,22,1588.95,1596.23,NDWI_MNDWI_AWEI,2.545,0.1362,0.1016,0.3034,0.2502,false,-43.08,-22.46,-43.077194,-22.458945
S2WC_04055,22,1695.36,398.41,NDWI_MNDWI_AWEI,2.636,0.1169,0.0675,0.3456,0.1574,false,-43.21,-22.47,-43.206828,-22.469586
S2WC_04855,22,2104.18,1193.23,NDWI_MNDWI_AWEI,2.909,0.123,0.1005,0.3091,0.2465,false,-43.12,-22.51,-43.120809,-22.510468
S2WC_05233,22,2188.59,1157.77,NDWI_MNDWI_AWEI,2.0,0.0818,0.056,0.3059,0.3233,false,-43.12,-22.52,-43.124646,-22.518909
S2WC_05410,22,2219.73,123.45,NDWI_MNDWI_AWEI,2.727,0.1272,0.0915,0.2817,0.1838,false,-43.24,-22.52,-43.236585,-22.522023
S2WC_05420,22,2223.0,1612.86,NDWI_MNDWI_AWEI,2.364,0.1134,0.0596,0.2749,0.1387,false,-43.08,-22.52,-43.075394,-22.52235
S2WC_05586,22,2273.41,1459.55,NDWI_MNDWI_AWEI,2.909,0.1331,0.0758,0.2808,0.1479,false,-43.09,-22.53,-43.091986,-22.527391
S2WC_05755,22,2304.36,881.27,NDWI_MNDWI_AWEI,2.5,0.1319,0.0726,0.3244,0.1656,false,-43.15,-22.53,-43.15457,-22.530486
S2WC_06250,22,2391.77,1197.23,NDWI_MNDWI_AWEI,2.636,0.0555,0.0329,0.2697,0.1278,false,-43.12,-22.54,-43.120376,-22.539227
S2WC_06383,22,2433.59,634.73,NDWI_MNDWI_AWEI,2.636,0.0846,0.0565,0.3121,0.1941,false,-43.18,-22.54,-43.181252,-22.543409
S2WC_06412,22,2441.32,644.95,NDWI_MNDWI_AWEI,2.591,0.0678,0.0396,0.3055,0.1598,false,-43.18,-22.54,-43.180146,-22.544182
S2WC_06591,22,2494.45,311.0,NDWI_MNDWI_AWEI,2.273,0.0997,0.1022,0.2426,0.3077,false,-43.22,-22.55,-43.216288,-22.549495
S2WC_06636,22,2498.27,1037.09,NDWI_MNDWI_AWEI,2.682,0.1247,0.0707,0.2753,0.1612,false,-43.14,-22.55,-43.137707,-22.549877
S2WC_00040,21,7.48,773.81,NDWI_MNDWI_AWEI,2.476,0.1253,0.0901,0.3756,0.2393,false,-43.17,-22.3,-43.1662,-22.300798
S2WC_00139,21,44.43,180.1,NDWI_MNDWI_AWEI,2.714,0.1294,0.0728,0.3168,0.174,false,-43.23,-22.3,-43.230455,-22.304493
S2WC_01128,21,375.0,420.67,NDWI_MNDWI_AWEI,2.238,0.1271,0.0998,0.3811,0.1997,false,-43.2,-22.34,-43.204419,-22.33755
S2WC_01639,21,627.57,1473.19,NDWI_MNDWI_AWEI,2.762,0.1279,0.0764,0.414,0.1847,false,-43.09,-22.36,-43.09051,-22.362807
S2WC_01706,21,669.9,1104.48,NDWI_MNDWI_AWEI,2.714,0.0994,0.0742,0.3267,0.2223,false,-43.13,-22.37,-43.130414,-22.36704
S2WC_02215,21,935.52,990.33,NDWI_MNDWI_AWEI,2.714,0.1112,0.0767,0.2672,0.1437,false,-43.14,-22.39,-43.142767,-22.393602
S2WC_02441,21,1036.62,434.52,NDWI_MNDWI_AWEI,2.143,0.1141,0.0876,0.2422,0.2507,false,-43.2,-22.4,-43.20292,-22.403712
S2WC_03207,21,1353.52,1077.71,NDWI_MNDWI_AWEI,2.524,0.0429,0.0639,0.2401,0.3858,false,-43.13,-22.44,-43.13331,-22.435402
S2WC_03615,21,1572.67,1643.48,NDWI_MNDWI_AWEI,2.857,0.1229,0.1094,0.4734,0.4632,false,-43.07,-22.46,-43.07208,-22.457317
S2WC_03765,21,1619.14,1659.14,NDWI_MNDWI_AWEI,2.0,0.128,0.0736,0.293,0.1967,false,-43.07,-22.46,-43.070385,-22.461964
S2WC_04467,21,1933.19,1706.57,NDWI_MNDWI_AWEI,2.905,0.1233,0.1241,0.1811,0.1945,false,-43.07,-22.49,-43.065252,-22.493369
S2WC_06214,21,2384.05,612.67,NDWI_MNDWI_AWEI,2.524,0.1145,0.0707,0.3112,0.1417,false,-43.18,-22.54,-43.18364,-22.538455
S2WC_06298,21,2401.0,645.48,NDWI_MNDWI_AWEI,2.143,0.0926,0.1076,0.1883,0.2586,false,-43.18,-22.54,-43.180089,-22.54015
S2WC_00094,20,25.05,1406.3,NDWI_MNDWI_AWEI,2.75,0.1331,0.0755,0.3573,0.1703,false,-43.1,-22.3,-43.097749,-22.302555
S2WC_00309,20,79.35,1108.2,NDWI_MNDWI_AWEI,2.55,0.0833,0.0499,0.3344,0.1637,false,-43.13,-22.31,-43.130011,-22.307985
S2WC_00773,20,212.05,400.95,NDWI_MNDWI_AWEI,2.8,0.0968,0.0564,0.2997,0.1567,false,-43.21,-22.32,-43.206553,-22.321255
S2WC_01139,20,378.75,897.15,NDWI_MNDWI_AWEI,2.3,0.0788,0.0726,0.4021,0.2315,false,-43.15,-22.34,-43.152852,-22.337925
S2WC_01945,20,811.95,1710.05,NDWI_MNDWI_AWEI,2.4,0.1255,0.0983,0.3183,0.2861,false,-43.06,-22.38,-43.064876,-22.381245
S2WC_02435,20,1032.8,374.4,NDWI_MNDWI_AWEI,2.0,0.1094,0.1016,0.2332,0.4289,false,-43.21,-22.4,-43.209426,-22.40333
S2WC_02436,20,1032.55,1126.55,NDWI_MNDWI_AWEI,2.4,0.0648,0.0705,0.2835,0.351,false,-43.13,-22.4,-43.128025,-22.403305
S2WC_02531,20,1066.8,1666.3,NDWI_MNDWI_AWEI,2.0,0.1093,0.0863,0.2544,0.3396,false,-43.07,-22.41,-43.06961,-22.40673
S2WC_03234,20,1363.8,1456.6,NDWI_MNDWI_AWEI,2.0,0.0359,0.0533,0.1695,0.3902,false,-43.09,-22.44,-43.092305,-22.43643
S2WC_03797,20,1625.3,1570.0,NDWI_MNDWI_AWEI,2.0,0.1177,0.0964,0.1623,0.2269,false,-43.08,-22.46,-43.080032,-22.46258
S2WC_04346,20,1827.65,880.2,NDWI_MNDWI_AWEI,2.95,0.0951,0.12,0.232,0.1656,false,-43.15,-22.48,-43.154686,-22.482815
S2WC_04465,20,1931.35,1701.5,NDWI_MNDWI_AWEI,2.75,0.1356,0.1189,0.1916,0.1912,false,-43.07,-22.49,-43.065801,-22.493185
S2WC_04874,20,2108.35,19.65,NDWI_MNDWI_AWEI,2.4,0.1168,0.0762,0.3713,0.1927,false,-43.25,-22.51,-43.247819,-22.510885
S2WC_04935,20,2121.7,31.45,NDWI_MNDWI_AWEI,2.1,0.1112,0.0475,0.3102,0.1631,false,-43.25,-22.51,-43.246542,-22.51222
S2WC_05357,20,2209.45,1187.8,NDWI_MNDWI_AWEI,2.7,0.1402,0.096,0.3482,0.1924,false,-43.12,-22.52,-43.121396,-22.520995
S2WC_05878,20,2321.35,868.05,NDWI_MNDWI_AWEI,2.7,0.129,0.0701,0.3383,0.1561,false,-43.16,-22.53,-43.156001,-22.532185
S2WC_06313,20,2404.35,942.7,NDWI_MNDWI_AWEI,2.4,0.0823,0.0452,0.2815,0.1738,false,-43.15,-22.54,-43.147922,-22.540485
